name,node_id,physical_node_id,x_coord,y_coord,route_type,route_id,node_type,directed_route_id,directed_service_id,zone_id,agency_name,geometry,terminal_flag,ctrl_type,agent_type
5695952,100190,100190,-79.980161,37.24198,3,4837,stop,,,,Valley Metro Roanoke,POINT (-79.980161 37.24198),0,,
5695953,100191,100191,-79.956077,37.254839,3,4837,stop,,,,Valley Metro Roanoke,POINT (-79.956077 37.254839),0,,
5695954,100192,100192,-79.973561,37.24603,3,4837,stop,,,,Valley Metro Roanoke,POINT (-79.973561 37.24603),0,,
5695955,100193,100193,-79.987244,37.238815,3,4837,stop,,,,Valley Metro Roanoke,POINT (-79.987244 37.238815),0,,
5695956,100194,100194,-79.984787,37.240324,3,4837,stop,,,,Valley Metro Roanoke,POINT (-79.984787 37.240324),0,,
5695957,100195,100195,-80.053682,37.277792,3,4817,stop,,,,Valley Metro Roanoke,POINT (-80.053682 37.277792),0,,
5695958,100196,100196,-79.976407,37.300581,3,4782,stop,,,,Valley Metro Roanoke,POINT (-79.976407 37.300581),0,,
5695959,100197,100197,-79.973253,37.298652,3,4782,stop,,,,Valley Metro Roanoke,POINT (-79.973253 37.298652),0,,
5695960,100198,100198,-79.980099,37.302122,3,4816,stop,,,,Valley Metro Roanoke,POINT (-79.980099 37.302122),0,,
5695961,100199,100199,-79.981328,37.302635,3,4782,stop,,,,Valley Metro Roanoke,POINT (-79.981328 37.302635),0,,
5695962,100200,100200,-79.983931,37.303863,3,4782,stop,,,,Valley Metro Roanoke,POINT (-79.983931 37.303863),0,,
5695963,100201,100201,-79.976637,37.30055,3,4781,stop,,,,Valley Metro Roanoke,POINT (-79.976637 37.30055),0,,
5695964,100202,100202,-79.973417,37.298632,3,4781,stop,,,,Valley Metro Roanoke,POINT (-79.973417 37.298632),0,,
5695965,100203,100203,-80.003471,37.315156,3,4781,stop,,,,Valley Metro Roanoke,POINT (-80.003471 37.315156),1,,
5695966,100204,100204,-79.980274,37.302067,3,4781,stop,,,,Valley Metro Roanoke,POINT (-79.980274 37.302067),0,,
5695967,100205,100205,-79.982422,37.303002,3,4781,stop,,,,Valley Metro Roanoke,POINT (-79.982422 37.303002),0,,
5695968,100206,100206,-79.984032,37.303807,3,4781,stop,,,,Valley Metro Roanoke,POINT (-79.984032 37.303807),0,,
5695969,100207,100207,-79.997949,37.312242,3,4781,stop,,,,Valley Metro Roanoke,POINT (-79.997949 37.312242),0,,
5695970,100208,100208,-79.99542,37.311244,3,4781,stop,,,,Valley Metro Roanoke,POINT (-79.99542 37.311244),0,,
5695971,100209,100209,-79.990209,37.308512,3,4781,stop,,,,Valley Metro Roanoke,POINT (-79.990209 37.308512),0,,
5695972,100210,100210,-79.971671,37.296721,3,4724,stop,,,,Valley Metro Roanoke,POINT (-79.971671 37.296721),0,,
5695973,100211,100211,-80.000567,37.313821,3,4781,stop,,,,Valley Metro Roanoke,POINT (-80.000567 37.313821),0,,
5695974,100212,100212,-79.917308,37.272636,3,4832,stop,,,,Valley Metro Roanoke,POINT (-79.917308 37.272636),0,,
5695975,100213,100213,-79.913489,37.273331,3,4832,stop,,,,Valley Metro Roanoke,POINT (-79.913489 37.273331),0,,
5695976,100214,100214,-79.910529,37.274065,3,4832,stop,,,,Valley Metro Roanoke,POINT (-79.910529 37.274065),0,,
5695977,100215,100215,-79.906816,37.282204,3,4793,stop,,,,Valley Metro Roanoke,POINT (-79.906816 37.282204),0,,
5695978,100216,100216,-79.904383,37.283742,3,4793,stop,,,,Valley Metro Roanoke,POINT (-79.904383 37.283742),0,,
5695979,100217,100217,-79.90678,37.282314,3,4780,stop,,,,Valley Metro Roanoke,POINT (-79.90678 37.282314),0,,
