id,name,from_node_id,to_node_id,length,lanes,dir_flag,free_speed,capacity,link_type,link_type_name,geometry,allowed_uses,from_biway,is_link
1500060,bus_access_link,1500060,89,0.04439792193863292,1,0,2.72727,0,-1,,"LINESTRING (-79.947062 37.27234, -79.94654 37.27283)",t,-1,True
1500061,bus_access_link,1500061,89,0.04439792193863292,1,0,2.72727,0,-1,,"LINESTRING (-79.947062 37.27234, -79.94654 37.27283)",t,-1,True
1500062,bus_access_link,1500062,89,0.04439792193863292,1,0,2.72727,0,-1,,"LINESTRING (-79.947062 37.27234, -79.94654 37.27283)",t,-1,True
1500063,bus_access_link,1500063,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500064,bus_access_link,1500064,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500065,bus_access_link,1500065,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500066,bus_access_link,1500066,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500067,bus_access_link,1500067,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500068,bus_access_link,1500068,2881,0.05272661785158656,1,0,2.72727,0,-1,,"LINESTRING (-79.96937 37.32060199999999, -79.96850999999999 37.32094)",t,-1,True
1500069,bus_access_link,1500069,2881,0.05272661785158656,1,0,2.72727,0,-1,,"LINESTRING (-79.96937 37.32060199999999, -79.96850999999999 37.32094)",t,-1,True
1500070,bus_access_link,1500070,2881,0.05272661785158656,1,0,2.72727,0,-1,,"LINESTRING (-79.96937 37.32060199999999, -79.96850999999999 37.32094)",t,-1,True
1500071,bus_access_link,1500071,1468,0.03425874771439042,1,0,2.72727,0,-1,,"LINESTRING (-80.055311 37.316216, -80.05492 37.31583)",t,-1,True
1500072,bus_access_link,1500072,1468,0.03425874771439042,1,0,2.72727,0,-1,,"LINESTRING (-80.055311 37.316216, -80.05492 37.31583)",t,-1,True
1500073,bus_access_link,1500073,1468,0.03425874771439042,1,0,2.72727,0,-1,,"LINESTRING (-80.055311 37.316216, -80.05492 37.31583)",t,-1,True
1500074,bus_access_link,1500074,1468,0.03425874771439042,1,0,2.72727,0,-1,,"LINESTRING (-80.055311 37.316216, -80.05492 37.31583)",t,-1,True
1500075,bus_access_link,1500075,250,6.470748278735863,1,0,2.72727,0,-1,,"LINESTRING (-80.37173300000001 37.133294, -80.2786 37.19036)",t,-1,True
1500076,bus_access_link,1500076,250,6.470748278735863,1,0,2.72727,0,-1,,"LINESTRING (-80.37173300000001 37.133294, -80.2786 37.19036)",t,-1,True
1500077,bus_access_link,1500077,250,6.470748278735863,1,0,2.72727,0,-1,,"LINESTRING (-80.37173300000001 37.133294, -80.2786 37.19036)",t,-1,True
1500078,bus_access_link,1500078,250,6.470748278735863,1,0,2.72727,0,-1,,"LINESTRING (-80.37173300000001 37.133294, -80.2786 37.19036)",t,-1,True
1500079,bus_access_link,1500079,250,7.437307135622187,1,0,2.72727,0,-1,,"LINESTRING (-80.412633 37.20379699999999, -80.2786 37.19036)",t,-1,True
1500080,bus_access_link,1500080,250,7.437307135622187,1,0,2.72727,0,-1,,"LINESTRING (-80.412633 37.20379699999999, -80.2786 37.19036)",t,-1,True
1500081,bus_access_link,1500081,250,8.097229522552622,1,0,2.72727,0,-1,,"LINESTRING (-80.42131000000001 37.162149, -80.2786 37.19036)",t,-1,True
1500082,bus_access_link,1500082,250,8.097229522552622,1,0,2.72727,0,-1,,"LINESTRING (-80.42131000000001 37.162149, -80.2786 37.19036)",t,-1,True
1500083,bus_access_link,1500083,250,8.097229522552622,1,0,2.72727,0,-1,,"LINESTRING (-80.42131000000001 37.162149, -80.2786 37.19036)",t,-1,True
1500084,bus_access_link,1500084,3749,0.017794981840934716,1,0,2.72727,0,-1,,"LINESTRING (-79.940713 37.27525, -79.94047 37.27542)",t,-1,True
1500085,bus_access_link,1500085,3749,0.017794981840934716,1,0,2.72727,0,-1,,"LINESTRING (-79.940713 37.27525, -79.94047 37.27542)",t,-1,True
1500086,bus_access_link,1500086,3748,0.036043000591924404,1,0,2.72727,0,-1,,"LINESTRING (-79.940534 37.273061, -79.94047 37.27358)",t,-1,True
1500087,bus_access_link,1500087,89,0.04439792193863292,1,0,2.72727,0,-1,,"LINESTRING (-79.947062 37.27234, -79.94654 37.27283)",t,-1,True
1500088,bus_access_link,1500088,89,0.04439792193863292,1,0,2.72727,0,-1,,"LINESTRING (-79.947062 37.27234, -79.94654 37.27283)",t,-1,True
1500089,bus_access_link,1500089,89,0.04439792193863292,1,0,2.72727,0,-1,,"LINESTRING (-79.947062 37.27234, -79.94654 37.27283)",t,-1,True
1500090,bus_access_link,1500090,89,0.04439792193863292,1,0,2.72727,0,-1,,"LINESTRING (-79.947062 37.27234, -79.94654 37.27283)",t,-1,True
1500091,bus_access_link,1500091,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500092,bus_access_link,1500092,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500093,bus_access_link,1500093,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500094,bus_access_link,1500094,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500095,bus_access_link,1500095,91,0.02607886321591645,1,0,2.72727,0,-1,,"LINESTRING (-79.94313 37.257085, -79.94355 37.25726)",t,-1,True
1500096,bus_access_link,1500096,250,6.470748278735863,1,0,2.72727,0,-1,,"LINESTRING (-80.37173300000001 37.133294, -80.2786 37.19036)",t,-1,True
1500097,bus_access_link,1500097,250,8.360421132988469,1,0,2.72727,0,-1,,"LINESTRING (-80.425116 37.222213, -80.2786 37.19036)",t,-1,True
1500098,bus_access_link,1500098,250,7.266242351575754,1,0,2.72727,0,-1,,"LINESTRING (-80.40982100000001 37.201628, -80.2786 37.19036)",t,-1,True
1500099,bus_access_link,1500099,250,7.015267373176952,1,0,2.72727,0,-1,,"LINESTRING (-80.40557700000001 37.19881899999999, -80.2786 37.19036)",t,-1,True
1500100,bus_access_link,1500100,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500101,bus_access_link,1500101,91,0.02607886321591645,1,0,2.72727,0,-1,,"LINESTRING (-79.94313 37.257085, -79.94355 37.25726)",t,-1,True
1500102,bus_access_link,1500102,250,6.470748278735863,1,0,2.72727,0,-1,,"LINESTRING (-80.37173300000001 37.133294, -80.2786 37.19036)",t,-1,True
1500103,bus_access_link,1500103,250,8.360421132988469,1,0,2.72727,0,-1,,"LINESTRING (-80.425116 37.222213, -80.2786 37.19036)",t,-1,True
1500104,bus_access_link,1500104,250,7.020100074176695,1,0,2.72727,0,-1,,"LINESTRING (-80.405663 37.198839, -80.2786 37.19036)",t,-1,True
1500105,bus_access_link,1500105,250,7.268993042193402,1,0,2.72727,0,-1,,"LINESTRING (-80.40985000000001 37.20178499999999, -80.2786 37.19036)",t,-1,True
1500106,bus_access_link,1500106,250,8.272472946362434,1,0,2.72727,0,-1,,"LINESTRING (-80.423472 37.222176, -80.2786 37.19036)",t,-1,True
1500107,bus_access_link,1500107,250,8.538942711152247,1,0,2.72727,0,-1,,"LINESTRING (-80.42468600000001 37.23192599999999, -80.2786 37.19036)",t,-1,True
1500108,bus_access_link,1500108,3346,0.008272155246634227,1,0,2.72727,0,-1,,"LINESTRING (-79.95355000000001 37.285251, -79.9534 37.28526)",t,-1,True
1500109,bus_access_link,1500109,3509,0.004194179078931454,1,0,2.72727,0,-1,,"LINESTRING (-79.94724600000001 37.278985, -79.94717 37.27898)",t,-1,True
1500110,bus_access_link,1500110,3004,0.017857390237589206,1,0,2.72727,0,-1,,"LINESTRING (-79.965368 37.293966, -79.96514000000001 37.29415)",t,-1,True
1500111,bus_access_link,1500111,2815,0.018357080823809102,1,0,2.72727,0,-1,,"LINESTRING (-79.970828 37.29581899999999, -79.97105999999999 37.29601)",t,-1,True
1500112,bus_access_link,1500112,2895,0.011375964023779305,1,0,2.72727,0,-1,,"LINESTRING (-79.96825700000001 37.294529, -79.9683 37.29469)",t,-1,True
1500113,bus_access_link,1500113,2685,0.014146811497720466,1,0,2.72727,0,-1,,"LINESTRING (-79.976737 37.30045, -79.97651999999999 37.30056)",t,-1,True
1500114,bus_access_link,1500114,2758,0.01571535354300589,1,0,2.72727,0,-1,,"LINESTRING (-79.973517 37.29853199999999, -79.97329999999999 37.29868)",t,-1,True
1500115,bus_access_link,1500115,2621,0.016661336623364276,1,0,2.72727,0,-1,,"LINESTRING (-79.980374 37.301967, -79.98009999999999 37.30207)",t,-1,True
1500116,bus_access_link,1500116,2564,0.01658141613007803,1,0,2.72727,0,-1,,"LINESTRING (-79.982522 37.302902, -79.98256000000001 37.30314)",t,-1,True
1500117,bus_access_link,1500117,2544,0.014129078718678214,1,0,2.72727,0,-1,,"LINESTRING (-79.984132 37.303707, -79.98390999999999 37.30381)",t,-1,True
