link_id,from_node_id,to_node_id,facility_type,directed,directed_route_id,link_type,facility_type,length,lanes,capacity,free_speed,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_penalty1,geometry,allowed_uses,agency_name,stop_sequence,directed_service_id,link_type_name,from_biway,is_link
101497,1000263,1500207,bus,1,4782.2,2,boarding_links,0.008828522830644043,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.98080900000001 37.305625, -79.980709 37.305725)",t,Valley Metro Roanoke,-1.0,4782.2.5696034:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101498,1500207,1000263,bus,1,4782.2,2,boarding_links,0.008828522830644043,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.98080900000001 37.305625, -79.980709 37.305725)",t,Valley Metro Roanoke,-1.0,4782.2.5696034:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101499,1000263,1500208,bus,1,4782.2,2,boarding_links,0.008828522830644043,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.98080900000001 37.305625, -79.980709 37.305725)",t,Valley Metro Roanoke,-1.0,4782.2.5696034:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101500,1500208,1000263,bus,1,4782.2,2,boarding_links,0.008828522830644043,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.98080900000001 37.305625, -79.980709 37.305725)",t,Valley Metro Roanoke,-1.0,4782.2.5696034:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101501,1000264,1500209,bus,1,4782.2,2,boarding_links,0.008828424875264395,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.984255 37.307778, -79.984155 37.307878)",t,Valley Metro Roanoke,-1.0,4782.2.5696035:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101502,1500209,1000264,bus,1,4782.2,2,boarding_links,0.008828424875264395,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.984255 37.307778, -79.984155 37.307878)",t,Valley Metro Roanoke,-1.0,4782.2.5696035:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101503,1000264,1500210,bus,1,4782.2,2,boarding_links,0.008828424875264395,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.984255 37.307778, -79.984155 37.307878)",t,Valley Metro Roanoke,-1.0,4782.2.5696035:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101504,1500210,1000264,bus,1,4782.2,2,boarding_links,0.008828424875264395,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.984255 37.307778, -79.984155 37.307878)",t,Valley Metro Roanoke,-1.0,4782.2.5696035:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101505,1000373,1500211,bus,1,4782.2,2,boarding_links,0.008828525423939713,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.977988 37.305567999999994, -79.977888 37.305668)",t,Valley Metro Roanoke,-1.0,4782.2.5696157:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101506,1500211,1000373,bus,1,4782.2,2,boarding_links,0.008828525423939713,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.977988 37.305567999999994, -79.977888 37.305668)",t,Valley Metro Roanoke,-1.0,4782.2.5696157:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101507,1000373,1500212,bus,1,4782.2,2,boarding_links,0.008828525423939713,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.977988 37.305567999999994, -79.977888 37.305668)",t,Valley Metro Roanoke,-1.0,4782.2.5696157:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101508,1500212,1000373,bus,1,4782.2,2,boarding_links,0.008828525423939713,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.977988 37.305567999999994, -79.977888 37.305668)",t,Valley Metro Roanoke,-1.0,4782.2.5696157:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101509,1000457,1500213,bus,1,4782.2,2,boarding_links,0.008829591993241978,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.954704 37.282121, -79.954604 37.282221)",t,Valley Metro Roanoke,-1.0,4782.2.5696249:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101510,1500213,1000457,bus,1,4782.2,2,boarding_links,0.008829591993241978,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.954704 37.282121, -79.954604 37.282221)",t,Valley Metro Roanoke,-1.0,4782.2.5696249:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101511,1000457,1500214,bus,1,4782.2,2,boarding_links,0.008829591993241978,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.954704 37.282121, -79.954604 37.282221)",t,Valley Metro Roanoke,-1.0,4782.2.5696249:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101512,1500214,1000457,bus,1,4782.2,2,boarding_links,0.008829591993241978,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.954704 37.282121, -79.954604 37.282221)",t,Valley Metro Roanoke,-1.0,4782.2.5696249:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101513,1000458,1500215,bus,1,4782.2,2,boarding_links,0.008829614096752382,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.951346 37.281634999999994, -79.951246 37.281735)",t,Valley Metro Roanoke,-1.0,4782.2.5696250:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101514,1500215,1000458,bus,1,4782.2,2,boarding_links,0.008829614096752382,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.951346 37.281634999999994, -79.951246 37.281735)",t,Valley Metro Roanoke,-1.0,4782.2.5696250:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101515,1000458,1500216,bus,1,4782.2,2,boarding_links,0.008829614096752382,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.951346 37.281634999999994, -79.951246 37.281735)",t,Valley Metro Roanoke,-1.0,4782.2.5696250:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101516,1500216,1000458,bus,1,4782.2,2,boarding_links,0.008829614096752382,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.951346 37.281634999999994, -79.951246 37.281735)",t,Valley Metro Roanoke,-1.0,4782.2.5696250:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101517,1000477,1500217,bus,1,4782.2,2,boarding_links,0.008829632425262943,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.946545 37.281231999999996, -79.946445 37.281332)",t,Valley Metro Roanoke,-1.0,4782.2.5696271:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101518,1500217,1000477,bus,1,4782.2,2,boarding_links,0.008829632425262943,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.946545 37.281231999999996, -79.946445 37.281332)",t,Valley Metro Roanoke,-1.0,4782.2.5696271:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101519,1000477,1500218,bus,1,4782.2,2,boarding_links,0.008829632425262943,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.946545 37.281231999999996, -79.946445 37.281332)",t,Valley Metro Roanoke,-1.0,4782.2.5696271:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101520,1500218,1000477,bus,1,4782.2,2,boarding_links,0.008829632425262943,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.946545 37.281231999999996, -79.946445 37.281332)",t,Valley Metro Roanoke,-1.0,4782.2.5696271:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101521,1000478,1500219,bus,1,4782.2,2,boarding_links,0.008829602681173224,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.9496 37.281886, -79.9495 37.281986)",t,Valley Metro Roanoke,-1.0,4782.2.5696272:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101522,1500219,1000478,bus,1,4782.2,2,boarding_links,0.008829602681173224,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.9496 37.281886, -79.9495 37.281986)",t,Valley Metro Roanoke,-1.0,4782.2.5696272:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101523,1000478,1500220,bus,1,4782.2,2,boarding_links,0.008829602681173224,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.9496 37.281886, -79.9495 37.281986)",t,Valley Metro Roanoke,-1.0,4782.2.5696272:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101524,1500220,1000478,bus,1,4782.2,2,boarding_links,0.008829602681173224,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.9496 37.281886, -79.9495 37.281986)",t,Valley Metro Roanoke,-1.0,4782.2.5696272:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101525,1000613,1500221,bus,1,4782.2,2,boarding_links,0.008828392253111725,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.990109 37.30849499999999, -79.990009 37.308595)",t,Valley Metro Roanoke,-1.0,4782.2.5696413:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101526,1500221,1000613,bus,1,4782.2,2,boarding_links,0.008828392253111725,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.990109 37.30849499999999, -79.990009 37.308595)",t,Valley Metro Roanoke,-1.0,4782.2.5696413:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101527,1000613,1500222,bus,1,4782.2,2,boarding_links,0.008828392253111725,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.990109 37.30849499999999, -79.990009 37.308595)",t,Valley Metro Roanoke,-1.0,4782.2.5696413:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101528,1500222,1000613,bus,1,4782.2,2,boarding_links,0.008828392253111725,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.990109 37.30849499999999, -79.990009 37.308595)",t,Valley Metro Roanoke,-1.0,4782.2.5696413:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101529,1000614,1500223,bus,1,4782.2,2,boarding_links,0.008828323504320912,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.988157 37.310005999999994, -79.988057 37.310106)",t,Valley Metro Roanoke,-1.0,4782.2.5696414:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101530,1500223,1000614,bus,1,4782.2,2,boarding_links,0.008828323504320912,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.988157 37.310005999999994, -79.988057 37.310106)",t,Valley Metro Roanoke,-1.0,4782.2.5696414:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101531,1000614,1500224,bus,1,4782.2,2,boarding_links,0.008828323504320912,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.988157 37.310005999999994, -79.988057 37.310106)",t,Valley Metro Roanoke,-1.0,4782.2.5696414:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101532,1500224,1000614,bus,1,4782.2,2,boarding_links,0.008828323504320912,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.988157 37.310005999999994, -79.988057 37.310106)",t,Valley Metro Roanoke,-1.0,4782.2.5696414:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101533,1000620,1500225,bus,1,4782.2,2,boarding_links,0.008829371995530572,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.952957 37.286958, -79.952857 37.287058)",t,Valley Metro Roanoke,-1.0,4782.2.5696420:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101534,1500225,1000620,bus,1,4782.2,2,boarding_links,0.008829371995530572,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.952957 37.286958, -79.952857 37.287058)",t,Valley Metro Roanoke,-1.0,4782.2.5696420:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101535,1000620,1500226,bus,1,4782.2,2,boarding_links,0.008829371995530572,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.952957 37.286958, -79.952857 37.287058)",t,Valley Metro Roanoke,-1.0,4782.2.5696420:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101536,1500226,1000620,bus,1,4782.2,2,boarding_links,0.008829371995530572,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.952957 37.286958, -79.952857 37.287058)",t,Valley Metro Roanoke,-1.0,4782.2.5696420:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101537,1000621,1500227,bus,1,4782.2,2,boarding_links,0.008829353119658124,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.95595 37.287372999999995, -79.95585 37.287473)",t,Valley Metro Roanoke,-1.0,4782.2.5696421:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101538,1500227,1000621,bus,1,4782.2,2,boarding_links,0.008829353119658124,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.95595 37.287372999999995, -79.95585 37.287473)",t,Valley Metro Roanoke,-1.0,4782.2.5696421:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101539,1000621,1500228,bus,1,4782.2,2,boarding_links,0.008829353119658124,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.95595 37.287372999999995, -79.95585 37.287473)",t,Valley Metro Roanoke,-1.0,4782.2.5696421:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101540,1500228,1000621,bus,1,4782.2,2,boarding_links,0.008829353119658124,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.95595 37.287372999999995, -79.95585 37.287473)",t,Valley Metro Roanoke,-1.0,4782.2.5696421:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101541,1000622,1500229,bus,1,4782.2,2,boarding_links,0.008829260012154467,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.95811 37.28942, -79.95801 37.28952)",t,Valley Metro Roanoke,-1.0,4782.2.5696422:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101542,1500229,1000622,bus,1,4782.2,2,boarding_links,0.008829260012154467,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.95811 37.28942, -79.95801 37.28952)",t,Valley Metro Roanoke,-1.0,4782.2.5696422:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101543,1000622,1500230,bus,1,4782.2,2,boarding_links,0.008829260012154467,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.95811 37.28942, -79.95801 37.28952)",t,Valley Metro Roanoke,-1.0,4782.2.5696422:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101544,1500230,1000622,bus,1,4782.2,2,boarding_links,0.008829260012154467,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.95811 37.28942, -79.95801 37.28952)",t,Valley Metro Roanoke,-1.0,4782.2.5696422:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101545,1000623,1500231,bus,1,4782.2,2,boarding_links,0.008829208203681726,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.961642 37.290558999999995, -79.961542 37.290659)",t,Valley Metro Roanoke,-1.0,4782.2.5696423:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101546,1500231,1000623,bus,1,4782.2,2,boarding_links,0.008829208203681726,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.961642 37.290558999999995, -79.961542 37.290659)",t,Valley Metro Roanoke,-1.0,4782.2.5696423:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101547,1000623,1500232,bus,1,4782.2,2,boarding_links,0.008829208203681726,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.961642 37.290558999999995, -79.961542 37.290659)",t,Valley Metro Roanoke,-1.0,4782.2.5696423:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101548,1500232,1000623,bus,1,4782.2,2,boarding_links,0.008829208203681726,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.961642 37.290558999999995, -79.961542 37.290659)",t,Valley Metro Roanoke,-1.0,4782.2.5696423:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101549,1000634,1500233,bus,1,4782.2,2,boarding_links,0.008830038444242076,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.94977800000001 37.272304, -79.949678 37.272404)",t,Valley Metro Roanoke,-1.0,4782.2.5696436:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101550,1500233,1000634,bus,1,4782.2,2,boarding_links,0.008830038444242076,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.94977800000001 37.272304, -79.949678 37.272404)",t,Valley Metro Roanoke,-1.0,4782.2.5696436:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101551,1000695,1500234,bus,1,4782.2,2,boarding_links,0.008828663684386152,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.96341000000001 37.302529, -79.96331 37.302629)",t,Valley Metro Roanoke,-1.0,4782.2.5696500:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101552,1500234,1000695,bus,1,4782.2,2,boarding_links,0.008828663684386152,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.96341000000001 37.302529, -79.96331 37.302629)",t,Valley Metro Roanoke,-1.0,4782.2.5696500:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101553,1000695,1500235,bus,1,4782.2,2,boarding_links,0.008828663684386152,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.96341000000001 37.302529, -79.96331 37.302629)",t,Valley Metro Roanoke,-1.0,4782.2.5696500:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101554,1500235,1000695,bus,1,4782.2,2,boarding_links,0.008828663684386152,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.96341000000001 37.302529, -79.96331 37.302629)",t,Valley Metro Roanoke,-1.0,4782.2.5696500:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101555,1000696,1500236,bus,1,4782.2,2,boarding_links,0.008828577744351154,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.96722100000001 37.304418, -79.967121 37.304518)",t,Valley Metro Roanoke,-1.0,4782.2.5696501:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101556,1500236,1000696,bus,1,4782.2,2,boarding_links,0.008828577744351154,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.96722100000001 37.304418, -79.967121 37.304518)",t,Valley Metro Roanoke,-1.0,4782.2.5696501:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101557,1000696,1500237,bus,1,4782.2,2,boarding_links,0.008828577744351154,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.96722100000001 37.304418, -79.967121 37.304518)",t,Valley Metro Roanoke,-1.0,4782.2.5696501:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101558,1500237,1000696,bus,1,4782.2,2,boarding_links,0.008828577744351154,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.96722100000001 37.304418, -79.967121 37.304518)",t,Valley Metro Roanoke,-1.0,4782.2.5696501:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
101559,1000699,1500238,bus,1,4782.2,2,boarding_links,0.008828691026372203,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.961352 37.301928, -79.961252 37.302028)",t,Valley Metro Roanoke,-1.0,4782.2.5696504:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101560,1500238,1000699,bus,1,4782.2,2,boarding_links,0.008828691026372203,1,0,2.0,0.0,1,0.0,0.15,4.0,0.0,"LINESTRING (-79.961352 37.301928, -79.961252 37.302028)",t,Valley Metro Roanoke,-1.0,4782.2.5696504:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,,
101561,1000699,1500239,bus,1,4782.2,2,boarding_links,0.008828691026372203,1,0,2.0,0.0,10,0.0,0.15,4.0,0.0,"LINESTRING (-79.961352 37.301928, -79.961252 37.302028)",t,Valley Metro Roanoke,-1.0,4782.2.5696504:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,,,
