link_id,from_node_id,to_node_id,facility_type,directed,directed_route_id,link_type,facility_type,length,lanes,capacity,free_speed,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_penalty1,geometry,allowed_uses,agency_name,stop_sequence,directed_service_id,link_type_name,from_biway,is_link
101007,1501029,1501033,bus,1,4835.1,1,service_links,0.12801306823197592,1,0,7.680656082983839,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.924424 37.257914, -79.92512 37.259682)",t,Valley Metro Roanoke,12.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101008,1501033,1501034,bus,1,4835.1,1,service_links,0.15814777340131184,1,0,9.488708258941061,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.92512 37.259682, -79.925931 37.261878)",t,Valley Metro Roanoke,13.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101009,1501034,1501030,bus,1,4835.1,1,service_links,0.10668889115826817,1,0,6.40122678238305,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.925931 37.261878, -79.926505 37.263353)",t,Valley Metro Roanoke,14.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101010,1501030,1501032,bus,1,4835.1,1,service_links,0.09579391773082159,1,0,5.747539271528103,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.926505 37.263353, -79.926984 37.264686)",t,Valley Metro Roanoke,15.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101011,1501032,1501031,bus,1,4835.1,1,service_links,0.20140746592724149,1,0,12.084246551525297,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.926984 37.264686, -79.928007 37.267485)",t,Valley Metro Roanoke,16.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101012,1501031,1501043,bus,1,4835.1,1,service_links,0.15753887429780983,1,0,9.452174921619896,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.928007 37.267485, -79.930215 37.268938)",t,Valley Metro Roanoke,17.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101013,1501043,1501042,bus,1,4835.1,1,service_links,0.1443904086121528,1,0,8.663280128727022,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.930215 37.268938, -79.932642 37.26814)",t,Valley Metro Roanoke,18.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101014,1501042,1501041,bus,1,4835.1,1,service_links,0.17398675596729193,1,0,10.43903137418128,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.932642 37.26814, -79.935492 37.267046)",t,Valley Metro Roanoke,19.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101015,1501041,1501040,bus,1,4835.1,1,service_links,0.2556368751274063,1,0,15.337956875029793,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.935492 37.267046, -79.94014 37.266965)",t,Valley Metro Roanoke,20.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101016,1501040,1501049,bus,1,4835.1,1,service_links,0.17801695231416972,1,0,2.1361963071156795,0.0,0 days 00:05:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.94014 37.266965, -79.943376 37.266887)",t,Valley Metro Roanoke,21.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101017,1501049,1501048,bus,1,4835.1,1,service_links,0.30853288389678507,1,0,9.25590938432535,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.943376 37.266887, -79.945482 37.271026)",t,Valley Metro Roanoke,22.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101018,1501048,1501050,bus,1,4835.1,1,service_links,0.15046425193880616,1,0,3.0092683206187862,0.0,0 days 00:03:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.945482 37.271026, -79.9472041719665 37.2727183921173)",t,Valley Metro Roanoke,23.0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,,,
101019,1501071,1501054,bus,1,4836.1,1,service_links,0.2656070381178266,1,0,15.936156684458188,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.977558 37.232593, -79.976985 37.228776)",t,Valley Metro Roanoke,0.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101020,1501054,1501060,bus,1,4836.1,1,service_links,0.507948108818877,1,0,30.47637858948946,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.976985 37.228776, -79.970816 37.234246)",t,Valley Metro Roanoke,1.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101021,1501060,1501061,bus,1,4836.1,1,service_links,0.07635975389216093,1,0,4.581508875048405,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.970816 37.234246, -79.970189 37.235232)",t,Valley Metro Roanoke,2.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101022,1501061,1501059,bus,1,4836.1,1,service_links,0.133838931740471,1,0,8.030202067727132,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.970189 37.235232, -79.968857 37.236853)",t,Valley Metro Roanoke,3.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101023,1501059,1501064,bus,1,4836.1,1,service_links,0.1130009562712564,1,0,6.779944377202431,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.968857 37.236853, -79.967321 37.237939)",t,Valley Metro Roanoke,4.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101024,1501064,1501073,bus,1,4836.1,1,service_links,0.1624674967575533,1,0,584882.9883271918,0.0,0 days 00:00:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.967321 37.237939, -79.9656 37.23985)",t,Valley Metro Roanoke,5.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101025,1501073,1501063,bus,1,4836.1,1,service_links,0.24187632519434787,1,0,870754.7706996523,0.0,0 days 00:00:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.9656 37.23985, -79.964004 37.243112)",t,Valley Metro Roanoke,6.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101026,1501063,1501057,bus,1,4836.1,1,service_links,0.13670923954926334,1,0,8.2024176659947,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.964004 37.243112, -79.962389 37.244616)",t,Valley Metro Roanoke,7.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101027,1501057,1501058,bus,1,4836.1,1,service_links,0.10715187529242358,1,0,6.429005367455957,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.962389 37.244616, -79.960953 37.245664)",t,Valley Metro Roanoke,8.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101028,1501058,1501062,bus,1,4836.1,1,service_links,0.18724922504980013,1,0,674097.2101792804,0.0,0 days 00:00:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.960953 37.245664, -79.95845 37.247501)",t,Valley Metro Roanoke,9.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101029,1501062,1501056,bus,1,4836.1,1,service_links,0.20000819857277327,1,0,12.00029190950124,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.95845 37.247501, -79.955815 37.249496)",t,Valley Metro Roanoke,10.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101030,1501056,1501055,bus,1,4836.1,1,service_links,0.19355347611090404,1,0,11.61301501640397,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.955815 37.249496, -79.953308 37.251462)",t,Valley Metro Roanoke,11.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101031,1501055,1501069,bus,1,4836.1,1,service_links,0.187594820357989,1,0,11.25550162978551,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.953308 37.251462, -79.949916 37.251748)",t,Valley Metro Roanoke,12.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101032,1501069,1501068,bus,1,4836.1,1,service_links,0.19074888874639231,1,0,11.444742579073889,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.949916 37.251748, -79.946926 37.250349)",t,Valley Metro Roanoke,13.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101033,1501068,1501067,bus,1,4836.1,1,service_links,0.14083183324733228,1,0,4.224919789755053,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.946926 37.250349, -79.944729 37.249302)",t,Valley Metro Roanoke,14.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101034,1501067,1501070,bus,1,4836.1,1,service_links,0.19764000686220548,1,0,5.929150796276195,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.944729 37.249302, -79.943017 37.251817)",t,Valley Metro Roanoke,15.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101035,1501070,1501052,bus,1,4836.1,1,service_links,0.2907839833754853,1,0,17.446748223392063,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.943017 37.251817, -79.938993 37.254547)",t,Valley Metro Roanoke,16.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101036,1501052,1501053,bus,1,4836.1,1,service_links,0.270991953217666,1,0,8.129690849106238,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.938993 37.254547, -79.937533 37.258293)",t,Valley Metro Roanoke,17.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101037,1501053,1501072,bus,1,4836.1,1,service_links,0.24830602150883002,1,0,7.449118569276823,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.937533 37.258293, -79.94087 37.260714)",t,Valley Metro Roanoke,18.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101038,1501072,1501065,bus,1,4836.1,1,service_links,0.17624866872692166,1,0,5.28741600000765,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.94087 37.260714, -79.941334 37.263238)",t,Valley Metro Roanoke,19.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101039,1501065,1501066,bus,1,4836.1,1,service_links,0.17597388010215156,1,0,5.27917240996113,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.941334 37.263238, -79.940966 37.265768)",t,Valley Metro Roanoke,20.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101040,1501066,1501051,bus,1,4836.1,1,service_links,0.2904685497557432,1,0,4.357010092127431,0.0,0 days 00:04:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.940966 37.265768, -79.940551 37.269959)",t,Valley Metro Roanoke,21.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101041,1501051,1501074,bus,1,4836.1,1,service_links,0.3525861347545077,1,0,10.577495896836089,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.940551 37.269959, -79.946005 37.272643)",t,Valley Metro Roanoke,22.0,4836.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,,,
101042,1501097,1501096,bus,1,4837.2,1,service_links,0.14058302291559172,1,0,8.4348407942556,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.946819 37.27269, -79.945521 37.270937)",t,Valley Metro Roanoke,0.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101043,1501096,1501085,bus,1,4837.2,1,service_links,0.21957076578195744,1,0,4.391390919022932,0.0,0 days 00:03:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.945521 37.270937, -79.945944 37.267777)",t,Valley Metro Roanoke,1.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101044,1501085,1501087,bus,1,4837.2,1,service_links,0.19475453641650223,1,0,11.685077433699572,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.945944 37.267777, -79.946506 37.264994)",t,Valley Metro Roanoke,2.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101045,1501087,1501084,bus,1,4837.2,1,service_links,0.1231487910356819,1,0,7.388804315402324,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.946506 37.264994, -79.946747 37.263222)",t,Valley Metro Roanoke,3.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101046,1501084,1501089,bus,1,4837.2,1,service_links,0.15796604941840164,1,0,9.477805001687404,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.946747 37.263222, -79.947056 37.260949)",t,Valley Metro Roanoke,4.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101047,1501089,1501088,bus,1,4837.2,1,service_links,0.3596576864529127,1,0,21.579101535482504,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.947056 37.260949, -79.94911 37.256007)",t,Valley Metro Roanoke,5.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101048,1501088,1501086,bus,1,4837.2,1,service_links,0.14267525259749492,1,0,8.56037248297498,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.94911 37.256007, -79.950693 37.254371)",t,Valley Metro Roanoke,6.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101049,1501086,1501080,bus,1,4837.2,1,service_links,0.29785457764305634,1,0,17.8709768089699,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.950693 37.254371, -79.956077 37.254839)",t,Valley Metro Roanoke,7.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101050,1501080,1501075,bus,1,4837.2,1,service_links,0.2809622146733669,1,0,16.857451922869966,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.956077 37.254839, -79.960143 37.252377)",t,Valley Metro Roanoke,8.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101051,1501075,1501076,bus,1,4837.2,1,service_links,0.18301364750274343,1,0,5.490363672051703,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.960143 37.252377, -79.96287 37.250859)",t,Valley Metro Roanoke,9.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101052,1501076,1501077,bus,1,4837.2,1,service_links,0.26999092365656036,1,0,8.099660212528374,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.96287 37.250859, -79.96695 37.248686)",t,Valley Metro Roanoke,10.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101053,1501077,1501078,bus,1,4837.2,1,service_links,0.14694023730807443,1,0,8.81626730069612,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.96695 37.248686, -79.96945 37.247936)",t,Valley Metro Roanoke,11.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101054,1501078,1501081,bus,1,4837.2,1,service_links,0.26166338335336903,1,0,7.8498360853003595,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.96945 37.247936, -79.973561 37.24603)",t,Valley Metro Roanoke,12.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101055,1501081,1501079,bus,1,4837.2,1,service_links,0.45835264770968037,1,0,13.750464844083377,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.973561 37.24603, -79.980161 37.24198)",t,Valley Metro Roanoke,13.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101056,1501079,1501083,bus,1,4837.2,1,service_links,0.2789948174257209,1,0,16.739410055375664,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.980161 37.24198, -79.984787 37.240324)",t,Valley Metro Roanoke,14.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101057,1501083,1501082,bus,1,4837.2,1,service_links,0.17069314730738705,1,0,10.241418148140754,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.984787 37.240324, -79.987244 37.238815)",t,Valley Metro Roanoke,15.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101058,1501082,1501091,bus,1,4837.2,1,service_links,0.17016672370764205,1,0,10.20983325857088,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.987244 37.238815, -79.988337 37.236511)",t,Valley Metro Roanoke,16.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101059,1501091,1501090,bus,1,4837.2,1,service_links,0.3052188701395729,1,0,18.31282699459113,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.988337 37.236511, -79.983156 37.23493)",t,Valley Metro Roanoke,17.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101060,1501090,1501092,bus,1,4837.2,1,service_links,0.2140900345279978,1,0,12.845187985213448,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.983156 37.23493, -79.981422 37.232156)",t,Valley Metro Roanoke,18.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101061,1501092,1501093,bus,1,4837.2,1,service_links,0.1542930909282231,1,0,9.257431165173967,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.981422 37.232156, -79.981592 37.229927)",t,Valley Metro Roanoke,19.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101062,1501093,1501095,bus,1,4837.2,1,service_links,0.11876412396324254,1,0,7.125728675649959,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.981592 37.229927, -79.980161 37.22864)",t,Valley Metro Roanoke,20.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101063,1501095,1501094,bus,1,4837.2,1,service_links,0.30838907631861967,1,0,6.167747261109832,0.0,0 days 00:03:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.980161 37.22864, -79.977558 37.232593)",t,Valley Metro Roanoke,21.0,4837.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,,,
101064,1501117,1501116,bus,1,4838.1,1,service_links,0.21066408067019263,1,0,758390.6904126934,0.0,0 days 00:00:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.977558 37.232593, -79.981291 37.231913)",t,Valley Metro Roanoke,0.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101065,1501116,1501114,bus,1,4838.1,1,service_links,0.22341007501390805,1,0,13.40438109448291,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.981291 37.231913, -79.982951 37.234864)",t,Valley Metro Roanoke,1.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101066,1501114,1501115,bus,1,4838.1,1,service_links,0.3173468378992664,1,0,19.040492932407112,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.982951 37.234864, -79.98829 37.236604)",t,Valley Metro Roanoke,2.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101067,1501115,1501106,bus,1,4838.1,1,service_links,0.17925656761455752,1,0,10.755214803293397,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.98829 37.236604, -79.98692 37.238958)",t,Valley Metro Roanoke,3.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101068,1501106,1501104,bus,1,4838.1,1,service_links,0.43605641463154804,1,0,26.162948828745737,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.98692 37.238958, -79.97994 37.24195)",t,Valley Metro Roanoke,4.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101069,1501104,1501105,bus,1,4838.1,1,service_links,0.36320844873968233,1,0,21.792143721985575,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.97994 37.24195, -79.974871 37.245319)",t,Valley Metro Roanoke,5.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101070,1501105,1501102,bus,1,4838.1,1,service_links,0.2178487886517981,1,0,784255.6391464731,0.0,0 days 00:00:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.974871 37.245319, -79.971412 37.246855)",t,Valley Metro Roanoke,6.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101071,1501102,1501103,bus,1,4838.1,1,service_links,0.13598716634301106,1,0,8.159093995680736,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.971412 37.246855, -79.969255 37.247817)",t,Valley Metro Roanoke,7.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101072,1501103,1501101,bus,1,4838.1,1,service_links,0.14315969701648065,1,0,8.589438663677779,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.969255 37.247817, -79.966837 37.248584)",t,Valley Metro Roanoke,8.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101073,1501101,1501100,bus,1,4838.1,1,service_links,0.2689094303870423,1,0,16.1342969182739,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.966837 37.248584, -79.962802 37.250782)",t,Valley Metro Roanoke,9.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101074,1501100,1501098,bus,1,4838.1,1,service_links,0.18310547419861856,1,0,10.986145349494622,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.962802 37.250782, -79.960053 37.252277)",t,Valley Metro Roanoke,10.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101075,1501098,1501099,bus,1,4838.1,1,service_links,0.44014747094588746,1,0,26.40840811661797,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.960053 37.252277, -79.953637 37.256085)",t,Valley Metro Roanoke,11.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101076,1501099,1501108,bus,1,4838.1,1,service_links,0.2171549868545976,1,0,13.029082059908193,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.953637 37.256085, -79.950468 37.25421)",t,Valley Metro Roanoke,12.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101077,1501108,1501111,bus,1,4838.1,1,service_links,0.14171520378382912,1,0,4.251420685009165,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.950468 37.25421, -79.949006 37.255899)",t,Valley Metro Roanoke,13.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101078,1501111,1501113,bus,1,4838.1,1,service_links,0.3416082673127971,1,0,10.248162618028761,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.949006 37.255899, -79.946934 37.26056)",t,Valley Metro Roanoke,14.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101079,1501113,1501112,bus,1,4838.1,1,service_links,0.08338402792367854,1,0,5.0029582927825,0.0,0 days 00:01:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.946934 37.26056, -79.946628 37.261742)",t,Valley Metro Roanoke,15.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101080,1501112,1501109,bus,1,4838.1,1,service_links,0.2083725047813735,1,0,6.251123050749115,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.946628 37.261742, -79.946393 37.264752)",t,Valley Metro Roanoke,16.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101081,1501109,1501110,bus,1,4838.1,1,service_links,0.06280451771890518,1,0,1.8841198305685671,0.0,0 days 00:02:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.946393 37.264752, -79.946242 37.265653)",t,Valley Metro Roanoke,17.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
101082,1501110,1501107,bus,1,4838.1,1,service_links,0.1450361363055326,1,0,2.900706611073924,0.0,0 days 00:03:00,0.0,0.15,4.0,0.0,"LINESTRING (-79.946242 37.265653, -79.945704 37.267708)",t,Valley Metro Roanoke,18.0,4838.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,,,
