stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
5695791,,"13th NB at Tayloe","",37.265521,-79.918875,,,0,,,0,,
5695792,,"13th SB at Campbell","",37.270714,-79.963834,,,0,,,0,,
5695793,,"13th SB at Cleveland","",37.269104,-79.965039,,,0,,,0,,
5695794,,"14th NB at Kenwood","",37.270591,-79.91934,,,0,,,0,,
5695795,,"18th NB at Salem","",37.275956,-79.970205,,,0,,,0,,
5695796,,"18th SB at Patterson","",37.274089,-79.970942,,,0,,,0,,
5695797,,"19th at Andrews","",37.294001,-79.965152,,,0,,,0,,
5695804,,"4th Street WB at College","",37.287093,-80.052738,,,0,,,1,,
5695805,,"5th at Harrison","",37.279085,-79.947146,,,0,,,0,,
5695808,,"8th NB at Dale","",37.282171,-79.908859,,,0,,,0,,
5695809,,"8th NB at Hill","",37.280484,-79.909114,,,0,,,0,,
5695810,,"8th SB at Hill","",37.280565,-79.909196,,,0,,,0,,
5695811,,"9th NB at Buena Vista (7-11)","",37.257914,-79.924424,,,0,,,0,,
5695812,,"9th NB at Buena Vista/Penmar","",37.263353,-79.926505,,,0,,,0,,
5695813,,"9th NB at Centre","",37.277078,-79.954678,,,0,,,0,,
5695814,,"9th NB at Highland (CVS)","",37.267485,-79.928007,,,0,,,0,,
5695815,,"9th NB at Montrose","",37.264686,-79.926984,,,0,,,0,,
5695816,,"9th NB at Morehead","",37.259682,-79.92512,,,0,,,0,,
5695817,,"9th NB at Pechin","",37.261878,-79.925931,,,0,,,0,,
5695818,,"9th NB at River (Industrial Park)","",37.254029,-79.924784,,,0,,,0,,
5695819,,"9th NB at Stewart","",37.270826,-79.929276,,,0,,,0,,
5695820,,"9th SB at Buena Vista (7-11)","",37.257994,-79.924597,,,0,,,0,,
5695821,,"9th SB at Buena Vista/Penmar","",37.263646,-79.926779,,,0,,,0,,
5695822,,"9th SB at Centre","",37.277237,-79.954653,,,0,,,0,,
5695823,,"9th SB at Dale","",37.270102,-79.929192,,,0,,,0,,
5695825,,"9th SB at Industry","",37.255261,-79.924785,,,0,,,0,,
5695826,,"9th SB at Montrose","",37.264895,-79.92724,,,0,,,0,,
5695827,,"9th SB at Morehead","",37.259668,-79.925297,,,0,,,0,,
5695828,,"9th SB at Pechin","",37.261946,-79.926119,,,0,,,0,,
5695829,,"Airport NB at Nelms (opposite Skyline College)","",37.31975,-79.958464,,,0,,,0,,
5695830,,"Airport NB at Williamson","",37.318173,-79.956005,,,0,,,0,,
5695831,,"Airport SB at Nelms","",37.31996,-79.95893,,,0,,,0,,
5695832,,"Airport SB at Williamson","",37.318009,-79.956005,,,0,,,0,,
5695834,,"Andrews at 19th","",37.294066,-79.965268,,,0,,,0,,
5695835,,"Andrews  at Cove","",37.295919,-79.970728,,,0,,,0,,
5695836,,"Andrews at Florida","",37.294629,-79.968157,,,0,,,0,,
5695837,,"Andrews at Florida","",37.294699,-79.968093,,,0,,,0,,
5695838,,"Andrews at Leon","",37.295853,-79.969708,,,0,,,0,,
5695839,,"Antique Mall at Orange and Gus Nicks","",37.291031,-79.910208,,,0,,,0,,
5695840,,"Apperson EB at Dillard (Food Lion)","",37.269613,-80.031195,,,0,,,0,,
5695841,,"Apperson EB at Dillard (Old Salem Mercantile)","",37.268618,-80.028931,,,0,,,0,,
5695842,,"Apperson EB at Orchard","",37.272256,-80.042744,,,0,,,0,,
5695843,,"Apperson EB at Riverview","",37.271372,-80.036471,,,0,,,0,,
5695844,,"Apperson EB at Yorkshire","",37.273182,-80.049332,,,0,,,0,,
5695845,,"Belleview NB at Linden","",37.254547,-79.938993,,,0,,,0,,
5695846,,"Belleview NB at Walnut","",37.258293,-79.937533,,,0,,,0,,
5695847,,"Belleview SB at Hamilton Terrace (RMH)","",37.252085,-79.942804,,,0,,,0,,
5695848,,"Belleview SB at Linden","",37.254613,-79.939047,,,0,,,0,,
5695849,,"Belleview SB at Walnut","",37.258337,-79.937618,,,0,,,0,,
5695850,,"Bennington NB at Brownlee","",37.262282,-79.913561,,,0,,,0,,
5695851,,"Bennington NB at Dundee","",37.256538,-79.913549,,,0,,,0,,
5695852,,"Bennington NB at Queen Ann","",37.254418,-79.914791,,,0,,,0,,
5695853,,"Bennington NB at Riverdale","",37.259944,-79.912924,,,0,,,0,,
5695854,,"Bennington SB at Brownlee","",37.262482,-79.913894,,,0,,,0,,
5695855,,"Bennington SB at Redwood","",37.255928,-79.913836,,,0,,,0,,
5695856,,"Bennington SB at Riverdale","",37.260062,-79.913128,,,0,,,0,,
5695857,,"Bennington SB at Riverland","",37.251287,-79.917521,,,0,,,0,,
5695858,,"Bennington Street Food Lion","",37.251193,-79.915369,,,0,,,0,,
5695859,,"Bennington Street Food Lion Driveway at Rutrough","",37.251128,-79.914579,,,0,,,0,,
5695860,,"Blue Hills Drive at Creative Kids","",37.309548,-79.89108,,,0,,,0,,
5695861,,"Blue Hills Drive at FedEx","",37.307996,-79.903234,,,0,,,0,,
5695862,,"Blue Hills NB at Blue Hills Circle","",37.311301,-79.897787,,,0,,,0,,
5695863,,"Blue Hills NB at RCIT/Blue Hills Village","",37.308097,-79.889783,,,0,,,0,,
5695864,,"Blue Hills SB at Semco","",37.305221,-79.906665,,,0,,,0,,
5695865,,"Braeburn EB at Braeburn (Chateau Riviere Apts)","",37.264414,-80.028132,,,0,,,0,,
5695866,,"Braeburn WB at Braeburn (Chateau Riviere Apts)","",37.264462,-80.028109,,,0,,,0,,
5695867,,"Brambleton NB at Brandon","",37.256834,-79.968585,,,0,,,0,,
5695868,,"Brambleton NB at Clifford","",37.246906,-79.983889,,,0,,,0,,
5695869,,"Brambleton NB at Overland","",37.250866,-79.973304,,,0,,,0,,
5695870,,"Brambleton NB at Rosewood","",37.24603,-79.986791,,,0,,,0,,
5695871,,"Brambleton NB at Ross","",37.249827,-79.977988,,,0,,,0,,
5695872,,"Brambleton NB at Spring","",37.24465,-79.989441,,,0,,,0,,
5695873,,"Brambleton NB at Welch","",37.251762,-79.971282,,,0,,,0,,
5695874,,"Brambleton SB at Ashby","",37.243752,-79.991009,,,0,,,0,,
5695875,,"Brambleton SB at Brandon","",37.256784,-79.968782,,,0,,,0,,
5695876,,"Brambleton SB at Clifford","",37.247047,-79.983829,,,0,,,0,,
5695878,,"Brambleton SB at Rosewood","",37.246145,-79.98687,,,0,,,0,,
5695879,,"Brambleton SB at Ross","",37.249948,-79.978051,,,0,,,0,,
5695880,,"Brambleton SB at Carillion","",37.247908,-79.980933,,,0,,,0,,
5695881,,"Brambleton SB at Spring","",37.244941,-79.98914,,,0,,,0,,
5695882,,"Brambleton SB at Welch","",37.251856,-79.971406,,,0,,,0,,
5695883,,"Brandon EB at 23rd","",37.256438,-79.959402,,,0,,,0,,
5695884,,"Brandon EB at Carlton","",37.261281,-79.992212,,,0,,,0,,
5695885,,"Brandon EB at Ferguson Bath Kitchen & Lighting Showroom","",37.263918,-80.004161,,,0,,,0,,
5695886,,"Brandon EB at Gale","",37.264779,-80.022252,,,0,,,0,,
5695887,,"Brandon EB at ITT Technical Institute","",37.264602,-80.020004,,,0,,,0,,
5695888,,"Brandon EB at Malcolm","",37.257108,-79.963756,,,0,,,0,,
5695889,,"Brandon EB at Stratford Park (Brandon Oaks)","",37.26383,-80.012268,,,0,,,0,,
5695890,,"Brandon EB at Westland","",37.262601,-80.002097,,,0,,,0,,
5695891,,"Brandon WB at Avon","",37.259231,-79.985587,,,0,,,0,,
5695892,,"Brandon WB at Ferguson Bath Kitchen & Lighting Showroom","",37.264021,-80.004108,,,0,,,0,,
5695893,,"Brandon WB at Gale (Wendy's)","",37.26481,-80.021992,,,0,,,0,,
5695894,,"Brandon WB at ITT Technical Institute","",37.264678,-80.019966,,,0,,,0,,
5695895,,"Brandon WB at Malcolm","",37.257282,-79.963724,,,0,,,0,,
5695896,,"Brandon WB at New York","",37.260473,-79.987507,,,0,,,0,,
5695897,,"Brandon WB at Peters Creek (Carwash)","",37.265677,-80.008038,,,0,,,0,,
5695898,,"Brandon WB at Skating Center","",37.264272,-80.018324,,,0,,,0,,
5695899,,"Brandon WB at Stratford Park (Brandon Oaks)","",37.263931,-80.012256,,,0,,,0,,
5695900,,"Brandon WB at Westland","",37.262717,-80.002117,,,0,,,0,,
5695901,,"Brandon WB at Windsor","",37.25666,-79.959504,,,0,,,0,,
5695902,,"Bullitt EB at 12th","",37.269881,-79.923762,,,0,,,0,,
5695903,,"Bullitt EB at 13th","",37.270669,-79.92189,,,0,,,0,,
5695904,,"Bullitt EB at 6th","",37.267165,-79.933298,,,0,,,0,,
5695905,,"Bullitt EB at 9th","",37.268268,-79.928585,,,0,,,0,,
5695906,,"Bullitt EB at 7th","",37.267605,-79.93135,,,0,,,0,,
5695907,,"Bullitt EB at Elm","",37.266857,-79.934897,,,0,,,0,,
5695908,,"Burrell NB at Douglass","",37.283372,-79.941156,,,0,,,0,,
5695909,,"Burrell NB at Whitten","",37.285828,-79.942687,,,0,,,0,,
5695910,,"Burrell SB at Douglass","",37.283458,-79.941355,,,0,,,0,,
5695911,,"Burrell SB at Whitten","",37.28586,-79.94295,,,0,,,0,,
5695912,,"Bypass SB at River Park Center","",37.275868,-79.882507,,,0,,,0,,
5695913,,"Bypass SB at Roop (opposite Hardy Road CVS)","",37.273682,-79.883624,,,0,,,0,,
5695915,,"Campbell EB at 5th","",37.271219,-79.949546,,,0,,,0,,
5695916,,"Campbell EB at 7th","",37.272485,-79.933142,,,0,,,0,,
5695917,,"Campbell EB at 8 1/2","",37.273,-79.930784,,,0,,,0,,
5695918,,"Campbell EB at Norfolk (Citgo station)","",37.272132,-79.934552,,,0,,,0,,
5695919,,"Campbell WB at 3rd","",37.271822,-79.936446,,,0,,,0,,
5695920,,"Campbell WB at 5th","",37.27124,-79.9504,,,0,,,0,,
5695921,,"Campbell WB at 7th","",37.272556,-79.933203,,,0,,,0,,
5695922,,"Campbell WB at 8 1/2","",37.273159,-79.930602,,,0,,,0,,
5695923,,"Campbell WB at Norfolk (Valley Metro Admin Bldg)","",37.274546,-79.92729,,,0,,,0,,
5695925,,"Carlton SB at Avenel","",37.259318,-79.992698,,,0,,,0,,
5695926,,"Carlton SB at Grandin","",37.25388,-79.993314,,,0,,,0,,
5695927,,"Carlton SB at Northview","",37.256526,-79.993013,,,0,,,0,,
5695928,,"Centre EB at 5th","",37.275419,-79.949065,,,0,,,0,,
5695929,,"Centre EB at 7th","",37.276216,-79.951676,,,0,,,0,,
5695930,,"Chesterfield NB at Berkley","",37.268436,-79.981566,,,0,,,0,,
5695931,,"Chesterfield NB at Mountain View","",37.269536,-79.981305,,,0,,,0,,
5695932,,"Chesterfield SB at Berkley","",37.268879,-79.981531,,,0,,,0,,
5695933,,"Chesterfield SB at Memorial","",37.266666,-79.982061,,,0,,,0,,
5695935,,"Clearview Manor on Vinyard","",37.270151,-79.88765,,,0,,,0,,
5695936,,"College NB at East Main","",37.29244,-80.054341,,,0,,,0,,
5695937,,"College SB at 4th","",37.286657,-80.052899,,,0,,,0,,
5695938,,"College SB at Calhoun","",37.292353,-80.054466,,,0,,,0,,
5695939,,"Colonial NB at 220S On-Ramp ","",37.252277,-79.960053,,,0,,,0,,
5695940,,"Colonial NB at Brandon","",37.256085,-79.953637,,,0,,,0,,
5695941,,"Colonial NB at Broadway (Colonial Hills Office Building)","",37.250782,-79.962802,,,0,,,0,,
5695942,,"Colonial NB at Clearfield","",37.248584,-79.966837,,,0,,,0,,
5695943,,"Colonial NB at McNeil (VWCC)","",37.246855,-79.971412,,,0,,,0,,
5695944,,"Colonial NB at Overland (VWCC Parking Lot)","",37.247817,-79.969255,,,0,,,0,,
5695945,,"Colonial NB at Pasley","",37.24195,-79.97994,,,0,,,0,,
5695946,,"Colonial NB at Winding Way","",37.245319,-79.974871,,,0,,,0,,
5695947,,"Colonial NB at Woodland","",37.238958,-79.98692,,,0,,,0,,
5695948,,"Colonial SB at 220S On-Ramp (The Roanoker)","",37.252377,-79.960143,,,0,,,0,,
5695949,,"Colonial SB at Broadway (Colonial Hills Office Building)","",37.250859,-79.96287,,,0,,,0,,
5695950,,"Colonial SB at Clearfield","",37.248686,-79.96695,,,0,,,0,,
5695951,,"Colonial SB at Overland","",37.247936,-79.96945,,,0,,,0,,
5695952,,"Colonial SB at Pasley","",37.24198,-79.980161,,,0,,,0,,
5695953,,"Colonial SB at Towers Shopping Center","",37.254839,-79.956077,,,0,,,0,,
5695954,,"Colonial SB at VWCC Pedestrian Overpass","",37.24603,-79.973561,,,0,,,0,,
5695955,,"Colonial SB at Woodland","",37.238815,-79.987244,,,0,,,0,,
5695956,,"Colonial SB at Wright","",37.240324,-79.984787,,,0,,,0,,
5695957,,"Colorado SB at Rowan","",37.277792,-80.053682,,,0,,,0,,
5695958,,"Cove at Abbott","",37.300581,-79.976407,,,0,,,0,,
5695959,,"Cove at Fairland","",37.298652,-79.973253,,,0,,,0,,
5695960,,"Cove at Golfside","",37.302122,-79.980099,,,0,,,0,,
5695961,,"Cove at Guildhall","",37.302635,-79.981328,,,0,,,0,,
5695962,,"Cove at Hershberger (Roanoke Firearms)","",37.303863,-79.983931,,,0,,,0,,
5695963,,"Cove at Abbott","",37.30055,-79.976637,,,0,,,0,,
5695964,,"Cove at Fairland","",37.298632,-79.973417,,,0,,,0,,
5695965,,"Cove SB at Food Lion Entrance","",37.315156,-80.003471,,,0,,,0,,
5695966,,"Cove  at Golfside","",37.302067,-79.980274,,,0,,,0,,
5695967,,"Cove at Hershberger (Lee Hartman)","",37.303002,-79.982422,,,0,,,0,,
5695968,,"Cove at Hershberger (Roanoke Firearms)","",37.303807,-79.984032,,,0,,,0,,
5695969,,"Cove SB at Lynnhope","",37.312242,-79.997949,,,0,,,0,,
5695970,,"Cove SB at Ranch","",37.311244,-79.99542,,,0,,,0,,
5695971,,"Cove SB at Routt","",37.308512,-79.990209,,,0,,,0,,
5695972,,"Cove at Sherman","",37.296721,-79.971671,,,0,,,0,,
5695973,,"Cove SB at Willow Walk","",37.313821,-80.000567,,,0,,,0,,
5695974,,"Dale EB at 19th","",37.272636,-79.917308,,,0,,,0,,
5695975,,"Dale EB at 21st","",37.273331,-79.913489,,,0,,,0,,
5695976,,"Dale EB at Walmart","",37.274065,-79.910529,,,0,,,0,,
5695977,,"Dale NB at 6th","",37.282204,-79.906816,,,0,,,0,,
5695978,,"Dale NB at Clyde","",37.283742,-79.904383,,,0,,,0,,
5695979,,"Dale SB at 6th","",37.282314,-79.90678,,,0,,,0,,
5695980,,"Dale WB at 13th","",37.27146,-79.921257,,,0,,,0,,
5695981,,"Dale WB at 19th","",37.272903,-79.916982,,,0,,,0,,
5695982,,"Dale WB at 8th","",37.282336,-79.908805,,,0,,,0,,
5695983,,"Dale WB at Fallon Park","",37.273797,-79.912535,,,0,,,0,,
5695984,,"Dale WB at Vernon","",37.27468,-79.908944,,,0,,,0,,
5695985,,"Denniston SB at Hampton","",37.265392,-79.972901,,,0,,,0,,
5695986,,"Denniston SB at Maiden","",37.263954,-79.971857,,,0,,,0,,
5695987,,"Denniston SB at Westover","",37.264773,-79.972175,,,0,,,0,,
5695988,,"Dunkirk SB at Clyde","",37.283811,-79.904418,,,0,,,0,,
5695989,,"Dunkirk SB at Gus Nicks","",37.285569,-79.901547,,,0,,,0,,
5695990,,"E Main EB at Park","",37.294126,-80.049148,,,0,,,0,,
5695991,,"E Main WB at Dalewood","",37.298721,-80.025622,,,0,,,0,,
5695993,,"East Main EB at Lakeside Plaza","",37.297787,-80.028855,,,0,,,0,,
5695994,,"East Main EB at McCauley","",37.293906,-80.051298,,,0,,,0,,
5695995,,"East Main EB at Parkdale","",37.297063,-80.035096,,,0,,,0,,
5695996,,"East Main EB at Pinehurst","",37.296617,-80.038267,,,0,,,0,,
5695997,,"East Main EB at Wortham","",37.295347,-80.043836,,,0,,,0,,
5695998,,"East Main WB at Brand","",37.295666,-80.043216,,,0,,,0,,
5695999,,"East Main WB at College","",37.293496,-80.054326,,,0,,,0,,
5696000,,"East Main WB at Craig","",37.294012,-80.051325,,,0,,,0,,
5696001,,"East Main WB at Lakeside Plaza (Goodwill)","",37.297868,-80.029532,,,0,,,0,,
5696002,,"East Main WB at Lynchburg","",37.294652,-80.047203,,,0,,,0,,
5696003,,"East Main WB at Parkdale","",37.297232,-80.034942,,,0,,,0,,
5696004,,"Edgewood EB at Malvern","",37.264371,-79.994308,,,0,,,0,,
5696005,,"Edgewood NB at Brandon (Family Dollar)","",37.261893,-79.999539,,,0,,,0,,
5696006,,"Edgewood NB at Westover","",37.266817,-79.990137,,,0,,,0,,
5696007,,"Edgewood NB at Windsor","",37.265397,-79.991519,,,0,,,0,,
5696008,,"Edgewood SB at Westover","",37.267022,-79.99013,,,0,,,0,,
5696009,,"Edgewood SB at Windsor","",37.265469,-79.991548,,,0,,,0,,
5696010,,"Edgewood WB at Malvern","",37.264443,-79.994335,,,0,,,0,,
5696011,,"Edgewood WB at Shell Station","",37.262231,-79.999404,,,0,,,0,,
5696012,,"Electric NB at Indiana/Midland","",37.274769,-80.036797,,,0,,,0,,
5696013,,"Electric NB at Lancing","",37.268213,-80.03568,,,0,,,0,,
5696015,,"Electric NB at Tanglewood Mall Driveway (Copper Croft Apartments)","",37.228776,-79.976985,,,0,,,0,,
5696017,,"Elm EB at 4th","",37.266846,-79.948544,,,0,,,0,,
5696020,,"Elm EB at Jefferson (Community Hospital)","",37.266776,-79.939947,,,0,,,0,,
5696021,,"Elm WB at 4th","",37.266966,-79.948357,,,0,,,0,,
5696024,,"Elm WB at Jefferson","",37.266965,-79.94014,,,0,,,1,,
5696025,,"End of Thirlane (Airport)","",37.317642,-79.968452,,,0,,,0,,
5696027,,"Fauquier NB at Denniston","",37.268469,-79.986873,,,0,,,0,,
5696028,,"Fauquier SB at Denniston","",37.268613,-79.986911,,,0,,,0,,
5696029,,"Fauquier SB at Memorial","",37.267529,-79.98721,,,0,,,0,,
5696030,,"Ferncliff at Ferncliff Apartments","",37.30939,-79.986574,,,0,,,0,,
5696031,,"Ferncliff at Routt","",37.310202,-79.987834,,,0,,,0,,
5696032,,"Ferncliff at William Fleming High School","",37.308272,-79.984642,,,0,,,0,,
5696033,,"Ferncliff at Ferncliff Apartments","",37.309261,-79.986556,,,0,,,0,,
5696034,,"Ferncliff at Hoback","",37.305725,-79.980709,,,0,,,0,,
5696035,,"Ferncliff at William Fleming High School","",37.307878,-79.984155,,,0,,,0,,
5696036,,"Fleetwood NB at Ashby","",37.243783,-79.991375,,,0,,,0,,
5696037,,"Floraland EB at Grandview","",37.307113,-79.955928,,,0,,,0,,
5696038,,"Floraland WB at Grandview","",37.307217,-79.956021,,,0,,,0,,
5696039,,"Floraland WB at Huff","",37.30544,-79.958483,,,0,,,0,,
5696040,,"Franklin EB at Earth Fare","",37.251462,-79.953308,,,0,,,0,,
5696041,,"Franklin EB at Rock and Roll Diner","",37.249496,-79.955815,,,0,,,0,,
5696042,,"Franklin NB at Beechwood","",37.244616,-79.962389,,,0,,,0,,
5696043,,"Franklin NB at BMW","",37.245664,-79.960953,,,0,,,0,,
5696044,,"Franklin NB at Day","",37.267708,-79.945704,,,0,,,0,,
5696045,,"Franklin NB at Edinburgh (River's Edge Sports Complex)","",37.25421,-79.950468,,,0,,,0,,
5696046,,"Franklin NB at Highland","",37.264752,-79.946393,,,0,,,0,,
5696047,,"Franklin NB at Public Storage","",37.236853,-79.968857,,,0,,,0,,
5696048,,"Franklin NB at Mountain","",37.265653,-79.946242,,,0,,,0,,
5696049,,"Franklin NB at Penarth","",37.234246,-79.970816,,,0,,,0,,
5696050,,"Franklin NB at Reserve","",37.255899,-79.949006,,,0,,,0,,
5696051,,"Franklin NB at Townside Festival Shopping Center (Dunkin Donuts)","",37.235232,-79.970189,,,0,,,0,,
5696052,,"Franklin NB at Burger King","",37.247501,-79.95845,,,0,,,0,,
5696053,,"Franklin NB at Transmission America","",37.243112,-79.964004,,,0,,,0,,
5696054,,"Franklin NB at Walnut","",37.261742,-79.946628,,,0,,,0,,
5696055,,"Franklin NB at Willow Oak","",37.237939,-79.967321,,,0,,,0,,
5696056,,"Franklin NB at Woods","",37.26056,-79.946934,,,0,,,0,,
5696057,,"Franklin SB at 220N On-Ramp (BP station)","",37.233588,-79.971559,,,0,,,0,,
5696058,,"Franklin SB at Albemarle","",37.263222,-79.946747,,,0,,,0,,
5696059,,"Franklin SB at Avenham","",37.239253,-79.966301,,,0,,,0,,
5696060,,"Franklin SB at Beechwood","",37.244752,-79.962551,,,0,,,0,,
5696061,,"Franklin SB at Day","",37.267777,-79.945944,,,0,,,0,,
5696062,,"Franklin SB at Edinburgh (Ramada Inn)","",37.254371,-79.950693,,,0,,,0,,
5696063,,"Franklin SB at Highland","",37.264994,-79.946506,,,0,,,0,,
5696064,,"Franklin SB at Public Storage","",37.237144,-79.968998,,,0,,,0,,
5696065,,"Franklin SB at Reserve","",37.256007,-79.94911,,,0,,,0,,
5696066,,"Franklin SB at Roberts (Carilion Laundry)","",37.245604,-79.961355,,,0,,,0,,
5696067,,"Franklin SB at Townside Festival Shopping Center","",37.235326,-79.970396,,,0,,,0,,
5696068,,"Franklin SB at Talecris Plasma","",37.247651,-79.958569,,,0,,,0,,
5696069,,"Franklin SB at Transmission America","",37.243317,-79.964133,,,0,,,0,,
5696070,,"Franklin SB at Woods","",37.260949,-79.947056,,,0,,,0,,
5696071,,"Franklin WB at Carilion Orthopedic","",37.249946,-79.955562,,,0,,,0,,
5696072,,"Franklin WB at Earth Fare","",37.251651,-79.953399,,,0,,,0,,
5696073,,"Franklin WB at Jefferson","",37.269414,-79.940289,,,0,,,0,,
5696074,,"Gainsboro NB at Harrison (Our Lady of the Valley)","",37.277826,-79.941575,,,0,,,0,,
5696075,,"Gainsboro at Loudon","",37.274716,-79.943283,,,0,,,0,,
5696076,,"Gainsboro NB at Madison","",37.279828,-79.941284,,,0,,,0,,
5696077,,"Gainsboro at Patton","",37.276897,-79.94163,,,0,,,0,,
5696078,,"Gainsboro SB at Loudon","",37.274787,-79.943483,,,0,,,0,,
5696079,,"Gainsboro SB at Madison","",37.280108,-79.941439,,,0,,,0,,
5696080,,"Gainsboro at Patton","",37.277005,-79.941756,,,0,,,0,,
5696081,,"Gainsboro SB at Wells","",37.275591,-79.942876,,,0,,,0,,
5696082,,"Garden City NB at Carico (Garden City Elementary)","",37.228396,-79.929803,,,0,,,0,,
5696083,,"Garden City NB at Craig Robertson","",37.244086,-79.92053,,,0,,,0,,
5696084,,"Garden City NB at Davenport/Ivywood","",37.236348,-79.927147,,,0,,,0,,
5696085,,"Garden City NB at Findlay","",37.241876,-79.921715,,,0,,,0,,
5696086,,"Garden City NB at Ray","",37.232117,-79.928545,,,0,,,0,,
5696087,,"Garden City NB at Thomason","",37.245774,-79.920419,,,0,,,0,,
5696088,,"Garden City SB at Craig Robertson","",37.244172,-79.920651,,,0,,,0,,
5696089,,"Garden City SB at Davenport/Ivywood","",37.23646,-79.927194,,,0,,,0,,
5696091,,"Garden City SB at Gearhart","",37.234158,-79.928057,,,0,,,0,,
5696092,,"Garden City SB at Hartsook","",37.23831,-79.924777,,,0,,,0,,
5696093,,"Garden City SB at Ray","",37.232165,-79.928649,,,0,,,0,,
5696094,,"Garden City SB at Thomason","",37.245735,-79.92052,,,0,,,0,,
5696103,,"Grandin NB at Avenel (Patrick Henry High School)","",37.255889,-79.985881,,,0,,,0,,
5696105,,"Grandin NB at Maiden","",37.263548,-79.977626,,,0,,,0,,
5696106,,"Grandin NB at Memorial (Grandin Theatre)","",37.265116,-79.977155,,,0,,,0,,
5696107,,"Grandin NB at Sherwood","",37.260937,-79.979569,,,0,,,0,,
5696108,,"Grandin NB at Windsor","",37.262089,-79.978437,,,0,,,0,,
5696109,,"Grandin SB at Brandon","",37.257617,-79.983526,,,0,,,0,,
5696110,,"Grandin SB at Maiden","",37.263721,-79.977673,,,0,,,0,,
5696111,,"Grandin SB at Memorial (Natural Foods Co-op)","",37.265128,-79.977232,,,0,,,0,,
5696112,,"Grandin SB at Sherwood","",37.261073,-79.979546,,,0,,,0,,
