id,from_node_id,to_node_id,transit_type,dir_flag,directed_route_id,link_type,name,length,lanes,capacity,free_speed,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_penalty1,geometry,allowed_uses,agency_name,stop_sequence,directed_service_id
100935,150971,150955,bus,1,4833.1,1,transit_service_links,0.12008423284727573,1,0,7205.053970836544,0,0,0,0.15,4,0,"LINESTRING (-79.907046 37.27554, -79.908944 37.27468)",t,Valley Metro Roanoke,14,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100936,150955,150954,bus,1,4833.1,1,transit_service_links,0.20664765030198234,1,0,12.386472545573369,0,1,0,0.15,4,0,"LINESTRING (-79.908944 37.27468, -79.912535 37.273797)",t,Valley Metro Roanoke,15,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100937,150954,150953,bus,1,4833.1,1,transit_service_links,0.25218464346086245,1,0,15.115962645006743,0,1,0,0.15,4,0,"LINESTRING (-79.912535 37.273797, -79.916982 37.272903)",t,Valley Metro Roanoke,16,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100938,150953,150952,bus,1,4833.1,1,transit_service_links,0.25532096102813184,1,0,15.303953707979932,0,1,0,0.15,4,0,"LINESTRING (-79.916982 37.272903, -79.921257 37.27146)",t,Valley Metro Roanoke,17,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100939,150952,150960,bus,1,4833.1,1,transit_service_links,0.17271991885505047,1,0,10363.19513130303,0,0,0,0.15,4,0,"LINESTRING (-79.921257 37.27146, -79.924087 37.270375)",t,Valley Metro Roanoke,18,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100940,150960,150959,bus,1,4833.1,1,transit_service_links,0.18339382596562698,1,0,10.992636921016603,0,1,0,0.15,4,0,"LINESTRING (-79.924087 37.270375, -79.927285 37.269621)",t,Valley Metro Roanoke,19,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100941,150959,150950,bus,1,4833.1,1,transit_service_links,0.13753588136276196,1,0,8.243908972792926,0,1,0,0.15,4,0,"LINESTRING (-79.927285 37.269621, -79.929276 37.270826)",t,Valley Metro Roanoke,20,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100942,150950,150965,bus,1,4833.1,1,transit_service_links,0.07207668827141846,1,0,4.320281015269838,0,1,0,0.15,4,0,"LINESTRING (-79.929276 37.270826, -79.929974 37.271709)",t,Valley Metro Roanoke,21,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100943,150965,150964,bus,1,4833.1,1,transit_service_links,0.1569168370067996,1,0,9.405604615792184,0,1,0,0.15,4,0,"LINESTRING (-79.929974 37.271709, -79.932717 37.271082)",t,Valley Metro Roanoke,22,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100944,150964,150966,bus,1,4833.1,1,transit_service_links,0.22127600511810414,1,0,6.634962672207021,0,2,0,0.15,4,0,"LINESTRING (-79.932717 37.271082, -79.936589 37.270209)",t,Valley Metro Roanoke,23,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100945,150966,150956,bus,1,4833.1,1,transit_service_links,0.2107262110415004,1,0,6.318627017736144,0,2,0,0.15,4,0,"LINESTRING (-79.936589 37.270209, -79.940289 37.269414)",t,Valley Metro Roanoke,24,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100946,150956,150976,bus,1,4833.1,1,transit_service_links,0.4392739649323813,1,0,4.392007648049138,0,6,0,0.15,4,0,"LINESTRING (-79.940289 37.269414, -79.947097 37.272741)",t,Valley Metro Roanoke,25,4833.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
100947,151025,151024,bus,1,4834.2,1,transit_service_links,0.15399332740113172,1,0,9239.599644067903,0,0,0,0.15,4,0,"LINESTRING (-79.9472041719665 37.2727183921173, -79.945521 37.270937)",t,Valley Metro Roanoke,0,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100948,151024,151023,bus,1,4834.2,1,transit_service_links,0.29966976979942483,1,0,17.962223964001492,0,1,0,0.15,4,0,"LINESTRING (-79.945521 37.270937, -79.943929 37.266789)",t,Valley Metro Roanoke,1,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100949,151023,150997,bus,1,4834.2,1,transit_service_links,0.2189573234818638,1,0,13.124315093818012,0,1,0,0.15,4,0,"LINESTRING (-79.943929 37.266789, -79.939947 37.266776)",t,Valley Metro Roanoke,2,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100950,150997,150996,bus,1,4834.2,1,transit_service_links,0.2777371263106353,1,0,16.647579998639483,0,1,0,0.15,4,0,"LINESTRING (-79.939947 37.266776, -79.934897 37.266857)",t,Valley Metro Roanoke,3,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100951,150996,150993,bus,1,4834.2,1,transit_service_links,0.09046158432569541,1,0,5427.695059541725,0,0,0,0.15,4,0,"LINESTRING (-79.934897 37.266857, -79.933298 37.267165)",t,Valley Metro Roanoke,4,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100952,150993,150995,bus,1,4834.2,1,transit_service_links,0.11134321226404184,1,0,6.673918817025486,0,1,0,0.15,4,0,"LINESTRING (-79.933298 37.267165, -79.93135 37.267605)",t,Valley Metro Roanoke,5,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100953,150995,150994,bus,1,4834.2,1,transit_service_links,0.15878617027570988,1,0,9.517652563978615,0,1,0,0.15,4,0,"LINESTRING (-79.93135 37.267605, -79.928585 37.268268)",t,Valley Metro Roanoke,6,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100954,150994,150984,bus,1,4834.2,1,transit_service_links,0.24450564189541069,1,0,14.655682830893749,0,1,0,0.15,4,0,"LINESTRING (-79.928585 37.268268, -79.92724 37.264895)",t,Valley Metro Roanoke,7,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100955,150984,150982,bus,1,4834.2,1,transit_service_links,0.08994389956880852,1,0,5396.633974128511,0,0,0,0.15,4,0,"LINESTRING (-79.92724 37.264895, -79.926779 37.263646)",t,Valley Metro Roanoke,8,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100956,150982,150986,bus,1,4834.2,1,transit_service_links,0.12293810141359345,1,0,7.368917167647959,0,1,0,0.15,4,0,"LINESTRING (-79.926779 37.263646, -79.926119 37.261946)",t,Valley Metro Roanoke,9,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100957,150986,150985,bus,1,4834.2,1,transit_service_links,0.16375723402047543,1,0,9.815618422805722,0,1,0,0.15,4,0,"LINESTRING (-79.926119 37.261946, -79.925297 37.259668)",t,Valley Metro Roanoke,10,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100958,150985,150981,bus,1,4834.2,1,transit_service_links,0.12190013002264487,1,0,7.306701100258435,0,1,0,0.15,4,0,"LINESTRING (-79.925297 37.259668, -79.924597 37.257994)",t,Valley Metro Roanoke,11,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100959,150981,150983,bus,1,4834.2,1,transit_service_links,0.18911534416592524,1,0,11.335585064890626,0,1,0,0.15,4,0,"LINESTRING (-79.924597 37.257994, -79.924785 37.255261)",t,Valley Metro Roanoke,12,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100960,150983,151021,bus,1,4834.2,1,transit_service_links,0.48413066603169547,1,0,29047.83996190173,0,0,0,0.15,4,0,"LINESTRING (-79.924785 37.255261, -79.920064 37.249347)",t,Valley Metro Roanoke,13,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100961,151021,151009,bus,1,4834.2,1,transit_service_links,0.2508227595198299,1,0,15049.365571189794,0,0,0,0.15,4,0,"LINESTRING (-79.920064 37.249347, -79.92052 37.245735)",t,Valley Metro Roanoke,14,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100962,151009,151004,bus,1,4834.2,1,transit_service_links,0.10823323548283208,1,0,6493.9941289699245,0,0,0,0.15,4,0,"LINESTRING (-79.92052 37.245735, -79.920651 37.244172)",t,Valley Metro Roanoke,15,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100963,151004,151007,bus,1,4834.2,1,transit_service_links,0.4642764495479604,1,0,27.828758214662965,0,1,0,0.15,4,0,"LINESTRING (-79.920651 37.244172, -79.924777 37.23831)",t,Valley Metro Roanoke,16,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100964,151007,151005,bus,1,4834.2,1,transit_service_links,0.18443269018090683,1,0,11065.96141085441,0,0,0,0.15,4,0,"LINESTRING (-79.924777 37.23831, -79.927194 37.23646)",t,Valley Metro Roanoke,17,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100965,151005,151006,bus,1,4834.2,1,transit_service_links,0.1659867944834038,1,0,9959.207669004229,0,0,0,0.15,4,0,"LINESTRING (-79.927194 37.23646, -79.928057 37.234158)",t,Valley Metro Roanoke,18,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100966,151006,151008,bus,1,4834.2,1,transit_service_links,0.14150187631383387,1,0,8.48163094788215,0,1,0,0.15,4,0,"LINESTRING (-79.928057 37.234158, -79.928649 37.232165)",t,Valley Metro Roanoke,19,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100967,151008,151019,bus,1,4834.2,1,transit_service_links,0.16304596893997017,1,0,9782.75813639821,0,0,0,0.15,4,0,"LINESTRING (-79.928649 37.232165, -79.930937 37.230665)",t,Valley Metro Roanoke,20,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100968,151019,151018,bus,1,4834.2,1,transit_service_links,0.1605283831649778,1,0,9631.70298989867,0,0,0,0.15,4,0,"LINESTRING (-79.930937 37.230665, -79.932153 37.228553)",t,Valley Metro Roanoke,21,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100969,151018,151020,bus,1,4834.2,1,transit_service_links,0.12400588046796113,1,0,7.432919908169499,0,1,0,0.15,4,0,"LINESTRING (-79.932153 37.228553, -79.933031 37.2269)",t,Valley Metro Roanoke,22,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100970,151020,150998,bus,1,4834.2,1,transit_service_links,0.20547892849264277,1,0,12328.735709558565,0,0,0,0.15,4,0,"LINESTRING (-79.933031 37.2269, -79.929803 37.228396)",t,Valley Metro Roanoke,23,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100971,150998,151002,bus,1,4834.2,1,transit_service_links,0.26624862270493915,1,0,15974.917362296348,0,0,0,0.15,4,0,"LINESTRING (-79.929803 37.228396, -79.928545 37.232117)",t,Valley Metro Roanoke,24,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100972,151002,151000,bus,1,4834.2,1,transit_service_links,0.3022809025601933,1,0,18.118735418193406,0,1,0,0.15,4,0,"LINESTRING (-79.928545 37.232117, -79.927147 37.236348)",t,Valley Metro Roanoke,25,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100973,151000,151001,bus,1,4834.2,1,transit_service_links,0.48493667702037474,1,0,29096.20062122248,0,0,0,0.15,4,0,"LINESTRING (-79.927147 37.236348, -79.921715 37.241876)",t,Valley Metro Roanoke,26,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100974,151001,150999,bus,1,4834.2,1,transit_service_links,0.16602592945084957,1,0,9961.555767050973,0,0,0,0.15,4,0,"LINESTRING (-79.921715 37.241876, -79.92053 37.244086)",t,Valley Metro Roanoke,27,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100975,150999,151003,bus,1,4834.2,1,transit_service_links,0.1167895082769454,1,0,7.0003701264902345,0,1,0,0.15,4,0,"LINESTRING (-79.92053 37.244086, -79.920419 37.245774)",t,Valley Metro Roanoke,28,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100976,151003,151017,bus,1,4834.2,1,transit_service_links,0.3962305399756573,1,0,23773.83239853944,0,0,0,0.15,4,0,"LINESTRING (-79.920419 37.245774, -79.916163 37.250401)",t,Valley Metro Roanoke,29,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100977,151017,150992,bus,1,4834.2,1,transit_service_links,0.10056089574807037,1,0,6033.653744884222,0,0,0,0.15,4,0,"LINESTRING (-79.916163 37.250401, -79.914579 37.251128)",t,Valley Metro Roanoke,30,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100978,150992,150991,bus,1,4834.2,1,transit_service_links,0.04367969025095824,1,0,2620.781415057494,0,0,0,0.15,4,0,"LINESTRING (-79.914579 37.251128, -79.915369 37.251193)",t,Valley Metro Roanoke,31,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100979,150991,150989,bus,1,4834.2,1,transit_service_links,0.22508250897239174,1,0,13.491459079264242,0,1,0,0.15,4,0,"LINESTRING (-79.915369 37.251193, -79.914791 37.254418)",t,Valley Metro Roanoke,32,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100980,150989,150988,bus,1,4834.2,1,transit_service_links,0.16162054271871198,1,0,9697.23256312272,0,0,0,0.15,4,0,"LINESTRING (-79.914791 37.254418, -79.913549 37.256538)",t,Valley Metro Roanoke,33,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100981,150988,150990,bus,1,4834.2,1,transit_service_links,0.23782910019831388,1,0,14269.746011898833,0,0,0,0.15,4,0,"LINESTRING (-79.913549 37.256538, -79.912924 37.259944)",t,Valley Metro Roanoke,34,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100982,150990,150987,bus,1,4834.2,1,transit_service_links,0.1652948523862495,1,0,9.907783359815156,0,1,0,0.15,4,0,"LINESTRING (-79.912924 37.259944, -79.913561 37.262282)",t,Valley Metro Roanoke,35,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100983,150987,150979,bus,1,4834.2,1,transit_service_links,0.36806173699631106,1,0,22083.70421977866,0,0,0,0.15,4,0,"LINESTRING (-79.913561 37.262282, -79.918875 37.265521)",t,Valley Metro Roanoke,36,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100984,150979,150978,bus,1,4834.2,1,transit_service_links,0.2424754760651734,1,0,14548.528563910402,0,0,0,0.15,4,0,"LINESTRING (-79.918875 37.265521, -79.920315 37.268838)",t,Valley Metro Roanoke,37,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100985,150978,150980,bus,1,4834.2,1,transit_service_links,0.13245473674674227,1,0,7.939344859944592,0,1,0,0.15,4,0,"LINESTRING (-79.920315 37.268838, -79.91934 37.270591)",t,Valley Metro Roanoke,38,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100986,150980,151012,bus,1,4834.2,1,transit_service_links,0.17948156787779282,1,0,10768.89407266757,0,0,0,0.15,4,0,"LINESTRING (-79.91934 37.270591, -79.916076 37.270625)",t,Valley Metro Roanoke,39,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100987,151012,151010,bus,1,4834.2,1,transit_service_links,0.24733019430302874,1,0,14839.811658181725,0,0,0,0.15,4,0,"LINESTRING (-79.916076 37.270625, -79.911843 37.269414)",t,Valley Metro Roanoke,40,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100988,151010,151022,bus,1,4834.2,1,transit_service_links,0.2243045441565155,1,0,13.444827821569362,0,1,0,0.15,4,0,"LINESTRING (-79.911843 37.269414, -79.908714 37.271497)",t,Valley Metro Roanoke,41,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100989,151022,151015,bus,1,4834.2,1,transit_service_links,0.4107751417628819,1,0,24646.508505772912,0,0,0,0.15,4,0,"LINESTRING (-79.908714 37.271497, -79.916118 37.270703)",t,Valley Metro Roanoke,42,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100990,151015,151014,bus,1,4834.2,1,transit_service_links,0.11553335556551364,1,0,6932.001333930818,0,0,0,0.15,4,0,"LINESTRING (-79.916118 37.270703, -79.918204 37.270502)",t,Valley Metro Roanoke,43,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100991,151014,151013,bus,1,4834.2,1,transit_service_links,0.0554903417088884,1,0,3.3260944081251793,0,1,0,0.15,4,0,"LINESTRING (-79.918204 37.270502, -79.919128 37.270825)",t,Valley Metro Roanoke,44,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100992,151013,151016,bus,1,4834.2,1,transit_service_links,0.14101198034940923,1,0,4.228245287838358,0,2,0,0.15,4,0,"LINESTRING (-79.919128 37.270825, -79.920227 37.268981)",t,Valley Metro Roanoke,45,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100993,151016,151011,bus,1,4834.2,1,transit_service_links,0.23307128711962097,1,0,4.659872451575228,0,3,0,0.15,4,0,"LINESTRING (-79.920227 37.268981, -79.924087 37.270375)",t,Valley Metro Roanoke,46,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100994,151011,150977,bus,1,4834.2,1,transit_service_links,0.09991203150585826,1,0,1.1987046371428705,0,5,0,0.15,4,0,"LINESTRING (-79.924087 37.270375, -79.925692 37.269697)",t,Valley Metro Roanoke,47,4834.2:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
100995,151027,151026,bus,1,4835.1,1,transit_service_links,0.07043497932510032,1,0,4226.098759506019,0,0,0,0.15,4,0,"LINESTRING (-79.925692 37.269697, -79.925318 37.268722)",t,Valley Metro Roanoke,0,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
100996,151026,151028,bus,1,4835.1,1,transit_service_links,0.1551003173677555,1,0,9306.01904206533,0,0,0,0.15,4,0,"LINESTRING (-79.925318 37.268722, -79.924935 37.266498)",t,Valley Metro Roanoke,1,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
100997,151028,151047,bus,1,4835.1,1,transit_service_links,0.07822031738562303,1,0,4.688530512624758,0,1,0,0.15,4,0,"LINESTRING (-79.924935 37.266498, -79.923817 37.265798)",t,Valley Metro Roanoke,2,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
100998,151047,151046,bus,1,4835.1,1,transit_service_links,0.20415807006745626,1,0,12.237246957090287,0,1,0,0.15,4,0,"LINESTRING (-79.923817 37.265798, -79.920189 37.26517)",t,Valley Metro Roanoke,3,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
100999,151046,151036,bus,1,4835.1,1,transit_service_links,0.39282901655039437,1,0,23.54619479822544,0,1,0,0.15,4,0,"LINESTRING (-79.920189 37.26517, -79.913894 37.262482)",t,Valley Metro Roanoke,4,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
101000,151036,151038,bus,1,4835.1,1,transit_service_links,0.17243041017259939,1,0,10.33548912123473,0,1,0,0.15,4,0,"LINESTRING (-79.913894 37.262482, -79.913128 37.260062)",t,Valley Metro Roanoke,5,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
101001,151038,151037,bus,1,4835.1,1,transit_service_links,0.28827392241722627,1,0,17.279156188844734,0,1,0,0.15,4,0,"LINESTRING (-79.913128 37.260062, -79.913836 37.255928)",t,Valley Metro Roanoke,6,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
101002,151037,151044,bus,1,4835.1,1,transit_service_links,0.19629564118826703,1,0,11.765972498797227,0,1,0,0.15,4,0,"LINESTRING (-79.913836 37.255928, -79.91415 37.253098)",t,Valley Metro Roanoke,7,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
101003,151044,151039,bus,1,4835.1,1,transit_service_links,0.22367009560786763,1,0,13.406798937534525,0,1,0,0.15,4,0,"LINESTRING (-79.91415 37.253098, -79.917521 37.251287)",t,Valley Metro Roanoke,8,4835.1:0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
