link_id,AAWDT,mpo_vol_am,mpo_vol_md,mpo_vol_pm,mpo_vol_nt,mpo_vol_total
2372,10209,1749,3762,3454,1453,10418
2373,0,340,643,590,325,1898
2374,0,370,675,547,280,1872
2375,0,70,135,110,41,356
2376,0,883,1868,1819,751,5321
2377,0,1019,1716,1444,664,4843
2378,0,899,1528,1152,563,4142
2379,0,728,1596,1221,561,4106
2380,0,3451,5124,4000,3177,15752
2381,0,2984,4765,4141,2929,14819
2382,0,217,539,540,226,1522
2383,0,23,61,39,17,140
2384,0,2278,4001,3420,1391,11090
2385,0,2168,4439,3640,1437,11684
2386,0,193,492,506,206,1397
2387,0,1446,2864,2574,1078,7962
2388,0,2041,3655,3018,1255,9969
2389,0,899,1528,1152,563,4142
2390,0,728,1596,1221,561,4106
2391,0,1446,2864,2574,1078,7962
2392,0,2041,3655,3018,1255,9969
2393,0,419,721,637,301,2078
2394,0,519,711,644,280,2154
2395,0,162,371,353,175,1061
2396,0,251,396,272,133,1052
2397,0,0,0,0,0,0
2398,0,2278,4001,3420,1391,11090
2399,0,2338,4870,4107,1626,12941
2400,0,0,0,0,0,0
2401,0,899,1528,1152,563,4142
2402,0,728,1596,1221,561,4106
2403,0,899,1528,1152,563,4142
2404,0,389,1089,610,345,2433
2405,0,723,1259,1111,507,3600
2406,1338,601,1163,957,382,3103
2407,0,527,833,728,324,2412
2408,0,445,1170,1204,393,3212
2409,0,486,910,788,271,2455
2410,0,3451,5124,4000,3177,15752
2411,0,2783,4407,3766,2505,13461
2412,0,2503,4352,3734,2172,12761
2413,0,586,1566,1351,573,4076
2414,0,864,1578,1341,513,4296
2415,10209,2462,3848,3193,1543,11046
2416,0,3111,5392,4324,2596,15423
2417,0,3210,6269,5591,2808,17878
2418,0,3186,4696,3772,3105,14759
2419,0,2223,4300,3674,1939,12136
2420,0,2579,4124,3495,2436,12634
2421,0,1446,2864,2574,1078,7962
2422,0,2041,3655,3018,1255,9969
2423,0,2278,4001,3420,1391,11090
2424,0,2338,4870,4107,1626,12941
2425,0,601,1163,957,382,3103
2426,0,527,833,728,324,2412
2427,0,0,0,0,0,0
2428,0,2503,4352,3734,2172,12761
2429,0,496,1114,1018,451,3079
2430,0,832,1239,1007,422,3500
2431,0,2666,4595,3703,2384,13348
2432,0,0,0,0,0,0
2433,0,586,1566,1351,573,4076
2434,0,864,1578,1341,513,4296
2435,0,534,918,595,368,2415
2436,0,389,1089,610,345,2433
2437,0,2825,5116,4383,2469,14793
2438,5934,671,1776,1824,802,5073
2439,0,1363,1791,1274,610,5038
2440,0,445,1170,1204,393,3212
2441,0,2567,4422,3588,1820,12397
2442,0,399,803,737,240,2179
2443,0,534,918,595,368,2415
2444,0,389,1089,610,345,2433
2445,0,3111,5392,4324,2596,15423
2446,0,749,1361,1057,486,3653
2447,1583,723,1259,1111,507,3600
2448,0,518,1256,1261,394,3429
2449,0,2197,4094,3403,1829,11523
2450,0,401,886,845,261,2393
2451,0,1054,1916,1736,824,5530
2452,0,496,1114,1018,451,3079
2453,0,2043,3522,2956,1197,9718
2454,0,1839,3442,2680,1167,9128
2455,0,534,918,595,368,2415
2456,0,389,1089,610,345,2433
2457,0,391,949,838,253,2431
2458,0,1024,2126,1723,758,5631
2459,0,2043,3522,2956,1197,9718
2460,0,211,242,195,99,747
2461,0,419,721,637,301,2078
2462,0,308,468,449,181,1406
2463,0,1272,2555,2073,813,6713
2464,0,1491,2822,2456,979,7748
2465,0,2407,4228,3479,1787,11901
2466,0,2069,3659,3191,1275,10194
2467,0,1241,3019,2497,927,7684
2468,0,2198,3887,3250,1671,11006
2469,0,1491,2822,2456,979,7748
2470,0,1272,2555,2073,813,6713
2471,0,340,643,590,325,1898
2472,0,370,675,547,280,1872
2473,0,3097,5842,4919,2528,16386
2474,0,1169,1911,1675,576,5331
2475,0,2825,5116,4383,2469,14793
2476,0,3111,5392,4324,2596,15423
2477,0,1241,3019,2497,927,7684
2478,0,2933,5480,4599,2372,15384
2479,0,1097,1851,1610,699,5257
2480,0,2198,3887,3250,1671,11006
2481,0,3295,5738,4860,2370,16263
2483,0,1416,3075,2561,1012,8064
2484,0,2043,3522,2956,1197,9718
2485,11716,3295,5738,4860,2370,16263
2487,0,2933,5480,4599,2372,15384
2488,0,3295,5738,4860,2370,16263
2489,0,182,294,191,111,778
2491,11716,2933,5480,4599,2372,15384
2492,0,1491,2822,2456,979,7748
2493,5598,1272,2555,2073,813,6713
2494,0,671,1776,1824,802,5073
2495,0,1363,1791,1274,610,5038
2497,0,2933,5480,4599,2372,15384
2498,0,3145,5378,4502,2242,15267
2500,0,516,847,696,327,2386
2501,0,332,654,550,239,1775
2502,0,2709,5153,4272,2237,14371
2503,0,823,1740,1705,706,4974
2504,0,1019,1716,1444,664,4843
2505,0,2825,5116,4383,2469,14793
2506,1583,749,1361,1057,486,3653
2507,0,723,1259,1111,507,3600
2508,11716,3145,5378,4502,2242,15267
2510,0,2825,5116,4383,2469,14793
2511,0,0,0,0,0,0
2513,11716,2709,5153,4272,2237,14371
2514,0,495,1133,1099,306,3033
2515,0,401,886,845,261,2393
2517,0,2709,5153,4272,2237,14371
2518,0,446,797,621,211,2075
2519,0,2666,4595,3703,2384,13348
2520,0,322,764,650,298,2034
2521,0,823,1740,1705,706,4974
2522,0,1019,1716,1444,664,4843
2523,0,343,583,463,196,1585
2524,0,1272,2555,2073,813,6713
2525,0,1169,2275,2027,799,6270
2526,0,586,1566,1351,573,4076
2527,0,864,1578,1341,513,4296
2528,0,3145,5378,4502,2242,15267
2529,0,132,175,137,61,505
2530,0,823,1740,1705,706,4974
2531,0,1019,1716,1444,664,4843
2532,0,1030,1367,950,478,3825
2533,0,499,1314,1395,592,3800
2534,0,4209,6631,5270,3024,19134
2535,0,3210,6269,5591,2808,17878
2536,0,2233,3542,2845,1484,10104
2538,0,601,1163,957,382,3103
2539,0,527,833,728,324,2412
2540,0,1044,2011,1794,819,5668
2541,0,1691,3331,2578,1446,9046
2542,0,1227,2195,1937,930,6289
2543,0,534,918,595,368,2415
2544,0,389,1089,610,345,2433
2545,0,323,443,436,192,1394
2546,0,308,468,449,181,1406
2547,0,333,424,323,133,1213
2548,0,172,462,429,210,1273
2549,0,2233,3542,2845,1484,10104
2551,0,336,761,731,299,2127
2552,0,2144,3459,2764,1458,9825
2553,0,416,649,459,210,1734
2555,0,1691,3331,2578,1446,9046
2556,0,2233,3542,2845,1484,10104
2558,0,2233,3542,2845,1484,10104
2559,0,150,286,213,102,751
2560,0,2539,4117,3471,2591,12718
2561,0,2579,4124,3495,2436,12634
2562,0,2233,3542,2845,1484,10104
2564,0,2259,3824,3231,1610,10924
2567,0,1691,3331,2578,1446,9046
2568,0,83,209,116,83,491
2569,0,1989,3697,2770,1542,9998
2571,0,1691,3331,2578,1446,9046
2573,0,1691,3331,2578,1446,9046
2574,0,310,650,558,231,1749
2575,0,238,369,294,127,1028
2576,0,1656,3257,2428,1415,8756
2577,0,749,1361,1057,486,3653
2578,0,723,1259,1111,507,3600
2580,0,1989,3697,2770,1542,9998
2581,0,1416,3075,2561,1012,8064
2582,5598,1491,2822,2456,979,7748
2583,0,1095,1871,1621,499,5086
2584,0,993,1907,1733,769,5402
2585,0,1113,2186,1773,685,5757
2586,0,1254,2005,1657,914,5830
2587,0,1169,2275,2027,799,6270
2588,0,1113,2186,1773,685,5757
2590,0,1169,1911,1675,576,5331
2591,0,749,1361,1057,486,3653
2592,0,723,1259,1111,507,3600
2593,0,1077,2657,2176,772,6682
2595,0,1113,2186,1773,685,5757
2596,0,1169,2275,2027,799,6270
2597,0,2259,3824,3231,1610,10924
2599,0,1069,1876,1623,841,5409
2600,3555,1254,2005,1657,914,5830
2601,0,6504,14570,7029,6919,35022
2602,0,54,421,123,172,770
2603,0,229,312,54,171,766
2605,8084,1989,3697,2770,1542,9998
2606,0,172,462,429,210,1273
2607,0,333,424,323,133,1213
2608,0,499,1314,1395,592,3800
2609,0,1030,1367,950,478,3825
2610,0,323,443,436,192,1394
2611,0,308,468,449,181,1406
2612,0,5291,15450,7833,7614,36188
2613,0,823,1740,1705,706,4974
2614,0,1019,1716,1444,664,4843
2615,0,601,1163,957,382,3103
2616,0,527,833,728,324,2412
2617,0,1536,2974,2642,1204,8356
2618,0,1839,3442,2680,1167,9128
2619,8084,2259,3824,3231,1610,10924
2622,0,1989,3697,2770,1542,9998
2623,0,586,1566,1351,573,4076
2624,0,864,1578,1341,513,4296
2625,0,601,1163,957,382,3103
2626,0,527,833,728,324,2412
2628,0,1169,1911,1675,576,5331
2629,0,1077,2657,2176,772,6682
2631,0,172,462,429,210,1273
2632,0,333,424,323,133,1213
2633,0,495,1133,1099,306,3033
2634,0,93,197,173,36,499
2635,0,438,957,910,302,2607
2636,0,54,421,123,172,770
2637,0,229,312,54,171,766
2638,0,323,443,436,192,1394
2639,1627,308,468,449,181,1406
2640,0,2259,3824,3231,1610,10924
2641,0,586,1566,1351,573,4076
2642,0,579,1163,1030,364,3136
2643,0,1424,2779,2667,1186,8056
2644,0,749,1361,1057,486,3653
2645,0,1079,1565,1223,538,4405
2646,0,172,462,429,210,1273
2647,0,333,424,323,133,1213
2648,0,249,624,590,219,1682
2649,0,2326,4259,3288,1701,11574
2650,0,93,265,219,65,642
2651,0,534,918,595,368,2415
2652,0,389,1089,610,345,2433
2653,0,105,213,193,47,558
2654,0,93,197,173,36,499
2655,0,6504,14570,7029,6919,35022
2656,0,172,462,429,210,1273
2657,0,333,424,323,133,1213
2658,3555,1069,1876,1623,841,5409
2659,0,1254,2005,1657,914,5830
2660,0,105,213,193,47,558
2661,0,93,197,173,36,499
2662,0,686,1690,1609,479,4464
2663,0,1095,1871,1621,499,5086
2664,0,883,1653,1324,473,4333
2665,0,2539,4117,3471,2591,12718
2666,0,2390,3862,3299,2422,11973
2667,0,160,311,276,148,895
2668,0,1069,1876,1623,841,5409
2669,0,1501,2494,2064,1121,7180
2670,0,105,213,193,47,558
2671,0,93,197,173,36,499
2672,0,2310,4352,3682,1816,12160
2674,0,340,643,590,325,1898
2675,0,370,675,547,280,1872
2676,0,6504,14570,7029,6919,35022
2678,0,2326,4259,3288,1701,11574
2679,0,1229,2187,1899,988,6303
2680,0,1501,2494,2064,1121,7180
2681,0,5291,15450,7833,7614,36188
2682,0,378,870,810,365,2423
2683,0,601,1163,957,382,3103
2684,0,895,1401,1115,519,3930
2686,0,1169,1911,1675,576,5331
2687,0,1077,2657,2176,772,6682
2689,0,6504,14570,7029,6919,35022
2690,0,499,1314,1395,592,3800
2691,0,1030,1367,950,478,3825
2692,0,1229,2187,1899,988,6303
2693,0,1501,2494,2064,1121,7180
2694,0,1229,2187,1899,988,6303
2695,0,1501,2494,2064,1121,7180
2696,0,6504,14570,7029,6919,35022
2697,0,2310,4352,3682,1816,12160
2700,9484,2326,4259,3288,1701,11574
2701,0,799,1689,1486,647,4621
2702,0,895,1401,1115,519,3930
2703,0,105,213,193,47,558
2704,0,93,197,173,36,499
2705,0,4209,6631,5270,3024,19134
2706,0,3210,6269,5591,2808,17878
2707,0,186,719,460,313,1678
2708,0,451,635,309,271,1666
2709,0,3076,8950,3852,4364,20242
2710,0,3428,5620,3178,2555,14781
2711,0,2488,3837,3250,2447,12022
2712,0,2390,3862,3299,2422,11973
2713,0,1229,2187,1899,988,6303
2714,0,799,1689,1486,647,4621
2715,0,2061,3191,2620,1446,9318
2716,0,105,213,193,47,558
2717,0,93,197,173,36,499
2718,0,599,956,796,305,2656
2719,0,686,1690,1609,479,4464
2720,8392,665,1297,1169,296,3427
2721,0,519,1187,1143,335,3184
2722,0,438,957,910,302,2607
2723,0,451,635,309,271,1666
2724,0,186,719,460,313,1678
2725,0,186,719,460,313,1678
2726,0,451,635,309,271,1666
2727,0,2488,3837,3250,2447,12022
2728,0,2390,3862,3299,2422,11973
2729,0,534,918,595,368,2415
2730,0,389,1089,610,345,2433
2731,0,54,421,123,172,770
2732,769,229,312,54,171,766
2733,0,186,719,460,313,1678
2734,0,451,635,309,271,1666
2736,0,1169,1911,1675,576,5331
2737,0,1077,2657,2176,772,6682
2739,0,186,719,460,313,1678
2740,0,451,635,309,271,1666
2741,0,534,918,595,368,2415
2742,0,389,1089,610,345,2433
2743,0,202,389,307,138,1036
2744,0,105,213,193,47,558
2745,0,287,617,472,181,1557
2746,0,389,1089,610,345,2433
2747,0,162,371,353,175,1061
2748,0,451,635,309,271,1666
2749,769,54,421,123,172,770
2750,0,534,918,595,368,2415
2751,0,0,0,0,0,0
2752,0,2,4,2,1,9
2753,0,2,4,3,2,11
2754,0,1122,2209,1900,896,6127
2755,0,1227,2195,1937,930,6289
2756,0,534,918,595,368,2415
2757,0,0,0,0,0,0
2758,0,389,1089,610,345,2433
2759,0,534,918,595,368,2415
2760,0,1693,3171,2826,1442,9132
2761,0,2061,3191,2620,1446,9318
2762,0,228,656,660,151,1695
2763,0,519,1187,1143,335,3184
2764,0,219,528,532,155,1434
2765,0,307,603,500,185,1595
2766,0,287,617,472,181,1557
2767,0,534,918,595,368,2415
2768,0,5291,15450,7833,7614,36188
2769,0,4209,6631,5270,3024,19134
2770,0,3210,6269,5591,2808,17878
2771,0,534,918,595,368,2415
2772,0,389,1089,610,345,2433
2773,9484,2310,4352,3682,1816,12160
2775,0,823,1740,1705,706,4974
2776,0,1019,1716,1444,664,4843
2778,0,2326,4259,3288,1701,11574
2779,0,499,1314,1395,592,3800
2780,0,1030,1367,950,478,3825
2781,0,100,287,295,79,761
2782,0,93,265,219,65,642
2783,0,700,1520,1555,679,4454
2784,0,1079,1565,1223,538,4405
2785,0,307,603,500,185,1595
2786,0,287,617,472,181,1557
2787,0,534,918,595,368,2415
2788,0,389,1089,610,345,2433
2789,0,4209,6631,5270,3024,19134
2790,0,823,1740,1705,706,4974
2791,0,1738,3375,3019,1620,9752
2792,3207,1141,2207,1927,720,5995
2793,0,499,1314,1395,592,3800
2794,0,1030,1367,950,478,3825
2795,0,186,719,460,313,1678
2796,0,451,635,309,271,1666
2797,0,1536,2974,2642,1204,8356
2798,0,172,462,429,210,1273
2799,0,1325,1688,1400,773,5186
2800,0,1323,3062,2365,834,7584
2801,0,340,643,590,325,1898
2802,0,534,918,595,368,2415
2803,0,719,1699,1094,601,4113
2804,0,307,603,500,185,1595
2805,0,271,549,403,179,1402
2806,0,1191,1981,1788,567,5527
2807,0,1077,2657,2176,772,6682
2808,0,313,605,544,175,1637
2809,0,297,580,515,201,1593
2810,8392,400,1083,1047,212,2742
2811,0,665,1297,1169,296,3427
2812,0,700,1520,1555,679,4454
2813,0,1079,1565,1223,538,4405
2814,0,835,1497,1122,671,4125
2815,0,719,1699,1094,601,4113
2816,0,2596,3686,2881,1871,11034
2817,0,1738,3375,3019,1620,9752
2818,0,977,1677,1514,846,5014
2819,0,1325,1688,1400,773,5186
2820,0,186,719,460,313,1678
2821,0,798,1144,525,467,2934
2822,0,99,676,208,98,1081
2823,0,264,1349,647,390,2650
2824,0,798,1144,525,467,2934
2825,0,260,517,475,170,1422
2826,0,297,580,515,201,1593
2827,0,2,4,2,1,9
2828,0,2,4,3,2,11
2829,0,194,674,834,143,1845
2830,0,219,528,532,155,1434
2831,0,835,1497,1122,671,4125
2832,0,719,1699,1094,601,4113
2833,0,1001,1515,1432,602,4550
2834,0,2310,4352,3682,1816,12160
2835,0,694,1099,1005,400,3198
2836,0,246,108,104,229,687
2837,0,1122,2209,1900,896,6127
2838,0,1603,2279,2003,1123,7008
2839,0,700,1520,1555,679,4454
2840,0,1079,1565,1223,538,4405
2841,0,320,482,437,184,1423
2842,0,2700,4875,3856,1918,13349
2843,0,260,517,475,170,1422
2844,0,297,580,515,201,1593
2845,0,1693,3171,2826,1442,9132
2846,0,2061,3191,2620,1446,9318
2847,0,400,1083,1047,212,2742
2848,0,665,1297,1169,296,3427
2849,0,264,1349,647,390,2650
2850,0,835,1497,1122,671,4125
2851,0,1032,1517,1214,686,4449
2852,0,100,287,295,79,761
2853,0,93,265,219,65,642
2854,0,260,517,475,170,1422
2855,0,297,580,515,201,1593
2856,3207,1087,2282,2005,728,6102
2857,0,1141,2207,1927,720,5995
2858,0,1693,3171,2826,1442,9132
2859,0,2061,3191,2620,1446,9318
2860,0,615,1518,1363,679,4175
2861,3781,1032,1517,1214,686,4449
2863,0,1191,1981,1788,567,5527
2864,0,700,1520,1555,679,4454
2865,0,1079,1565,1223,538,4405
2866,0,1156,2776,2357,799,7088
2868,1627,323,443,436,192,1394
2869,0,308,468,449,181,1406
2870,0,393,727,684,292,2096
2871,0,260,517,475,170,1422
2872,2962,516,940,788,332,2576
2873,0,100,287,295,79,761
2874,0,93,265,219,65,642
2875,0,126,262,237,124,749
2876,0,194,674,834,143,1845
2877,0,97,272,301,47,717
2878,0,3076,8950,3852,4364,20242
2879,0,1693,3171,2826,1442,9132
2880,0,2061,3191,2620,1446,9318
2881,0,50,423,622,62,1157
2882,0,97,272,301,47,717
2883,0,977,1677,1514,846,5014
2884,0,1325,1688,1400,773,5186
2885,0,1368,2316,2003,1126,6813
2886,0,1603,2279,2003,1123,7008
2887,2962,443,844,782,324,2393
2888,0,516,940,788,332,2576
2889,0,368,555,237,216,1376
2890,0,99,676,208,98,1081
2891,0,2732,4918,4219,2073,13942
2893,0,400,1083,1047,212,2742
2894,0,665,1297,1169,296,3427
2896,0,2700,4875,3856,1918,13349
2898,0,1191,1981,1788,567,5527
2899,0,1156,2776,2357,799,7088
2901,0,453,710,598,373,2134
2902,0,2488,3837,3250,2447,12022
2903,0,2498,3994,3330,2440,12262
2904,0,499,1314,1395,592,3800
2905,0,1030,1367,950,478,3825
2906,0,443,844,782,324,2393
2907,0,516,940,788,332,2576
2908,0,100,287,295,79,761
2909,0,93,265,219,65,642
2910,0,5549,8696,4704,4033,22982
2911,0,32,119,39,61,251
2912,0,44,116,36,62,258
2913,0,50,423,622,62,1157
2914,0,97,272,301,47,717
2915,0,2732,4918,4219,2073,13942
2916,0,428,575,399,203,1605
2917,0,977,1677,1514,846,5014
2918,0,1325,1688,1400,773,5186
2919,0,13,494,488,13,1008
2920,0,100,287,295,79,761
2921,0,118,806,627,76,1627
2922,0,870,1219,903,411,3403
2923,0,315,721,662,269,1967
2924,0,2450,4780,3802,1909,12941
2925,0,2121,3076,1526,1478,8201
2926,0,368,555,237,216,1376
2927,0,99,676,208,98,1081
2929,0,1191,1981,1788,567,5527
2930,0,1156,2776,2357,799,7088
2932,0,1368,2316,2003,1126,6813
2933,0,443,844,782,324,2393
2934,0,2024,3034,2626,1391,9075
2936,6988,1191,1981,1788,567,5527
2937,0,2990,7864,3187,4004,18045
2938,0,2121,3076,1526,1478,8201
2939,0,2553,4004,3367,2557,12481
2940,0,2505,3977,3317,2443,12242
2941,0,6,18,13,10,47
2942,0,368,555,237,216,1376
2943,0,99,676,208,98,1081
2953,26162,5549,8696,4704,4033,22982
2945,0,1156,2776,2357,799,7088
2947,0,3076,8950,3852,4364,20242
2948,0,293,530,462,159,1444
2949,0,400,1083,1047,212,2742
2950,0,959,1848,1615,465,4887
2951,0,323,443,436,192,1394
2952,0,308,468,449,181,1406
2954,0,5111,10940,4713,5482,26246
2955,0,2555,3986,3355,2565,12461
2956,0,2505,3977,3317,2443,12242
2957,0,24,31,26,11,92
2958,0,114,781,783,92,1770
2959,0,94,775,600,65,1534
2960,3781,615,1518,1363,679,4175
2961,0,1032,1517,1214,686,4449
2962,0,618,3428,1665,1434,7145
2963,0,2596,3686,2881,1871,11034
2964,0,1738,3375,3019,1620,9752
2965,0,5111,10940,4713,5482,26246
2966,0,50,423,622,62,1157
2967,0,12,19,12,6,49
2968,0,85,284,307,41,717
2969,0,2300,7586,4645,3610,18141
2970,0,618,3428,1665,1434,7145
2971,0,1087,2282,2005,728,6102
2972,0,1141,2207,1927,720,5995
2973,0,2918,11015,6311,5045,25289
2974,0,2918,11015,6311,5045,25289
2975,0,2555,3986,3355,2565,12461
2976,0,2505,3977,3317,2443,12242
2977,0,323,443,436,192,1394
2979,0,308,468,449,181,1406
2980,0,1717,2975,2620,1386,8698
2981,0,2024,3034,2626,1391,9075
2982,0,2918,11015,6311,5045,25289
2983,0,226,460,389,171,1246
2984,0,0,0,0,0,0
2985,0,1428,2462,2157,732,6779
2986,0,682,1598,1492,364,4136
2987,0,959,1848,1615,465,4887
2988,6988,1156,2776,2357,799,7088
2989,0,226,460,389,171,1246
2990,0,5111,10940,4713,5482,26246
2991,0,2845,4773,3956,2007,13581
2993,0,1693,3171,2826,1442,9132
2994,0,1560,2500,1944,996,7000
2995,0,504,1056,954,450,2964
2997,0,2450,4780,3802,1909,12941
2998,0,700,1520,1555,679,4454
2999,0,1079,1565,1223,538,4405
3000,0,1087,2282,2005,728,6102
3001,0,1141,2207,1927,720,5995
3002,0,499,1314,1395,592,3800
3003,0,1030,1367,950,478,3825
3004,0,682,1598,1492,364,4136
3005,0,959,1848,1615,465,4887
3006,0,922,1496,1225,560,4203
3007,0,977,1677,1514,846,5014
3008,5528,1623,2425,2018,1108,7174
3009,0,3693,12379,5517,5799,27388
3010,0,5111,10940,4713,5482,26246
3011,0,2596,3686,2881,1871,11034
3012,0,1738,3375,3019,1620,9752
3013,0,700,1520,1555,679,4454
3014,0,1079,1565,1223,538,4405
3015,0,45,435,628,52,1160
3016,0,85,284,307,41,717
3018,0,1428,2462,2157,732,6779
3019,0,1250,2514,2294,1128,7186
3020,6468,1560,2500,1944,996,7000
3021,0,1381,3236,2747,970,8334
3023,0,2845,4773,3956,2007,13581
3025,0,700,1520,1555,679,4454
3026,0,1079,1565,1223,538,4405
3027,0,368,555,237,216,1376
3028,0,99,676,208,98,1081
3029,0,1717,2975,2620,1386,8698
3030,0,2024,3034,2626,1391,9075
3031,0,2555,3986,3355,2565,12461
3032,0,2505,3977,3317,2443,12242
3034,0,2450,4780,3802,1909,12941
3035,0,1208,2643,2320,875,7046
3036,14451,1323,3062,2365,834,7584
3037,0,100,747,752,79,1678
3038,0,94,775,600,65,1534
3039,0,615,1518,1363,679,4175
3040,0,1032,1517,1214,686,4449
3041,0,5111,10940,4713,5482,26246
3042,0,499,1314,1395,592,3800
3043,0,1030,1367,950,478,3825
3044,0,100,747,752,79,1678
3045,0,94,775,600,65,1534
3046,0,2596,3686,2881,1871,11034
3047,0,1738,3375,3019,1620,9752
3048,0,682,1598,1492,364,4136
3049,0,959,1848,1615,465,4887
3050,0,5111,10940,4713,5482,26246
3051,0,2845,4773,3956,2007,13581
3052,0,1616,3603,2785,1469,9473
3053,0,835,1177,1017,440,3469
3054,0,2596,3686,2881,1871,11034
3055,6486,1645,2662,2278,1344,7929
3056,0,740,1522,1435,728,4425
3057,0,323,443,436,192,1394
3058,0,188,304,281,107,880
3059,0,121,164,168,74,527
3060,0,5111,10940,4713,5482,26246
3061,0,700,1520,1555,679,4454
3062,0,1079,1565,1223,538,4405
3064,0,1428,2462,2157,732,6779
3065,0,1087,2282,2005,728,6102
3066,0,1141,2207,1927,720,5995
3067,0,1717,2975,2620,1386,8698
3068,0,2024,3034,2626,1391,9075
3069,0,5549,8696,4704,4033,22982
3070,0,1381,3236,2747,970,8334
3072,0,100,747,752,79,1678
3073,0,94,775,600,65,1534
3074,0,615,1518,1363,679,4175
3075,0,1032,1517,1214,686,4449
3076,0,5111,10940,4713,5482,26246
3077,0,1418,2457,2168,960,7003
3078,5528,1480,2394,2056,1136,7066
3079,0,1895,2982,2356,1344,8577
3080,25396,2918,11015,6311,5045,25289
3081,0,499,1314,1395,592,3800
3082,0,700,1520,1555,679,4454
3083,0,545,959,783,339,2626
3084,0,2417,3445,2645,1212,9719
3085,0,615,1518,1363,679,4175
3086,0,1032,1517,1214,686,4449
3087,0,3693,12379,5517,5799,27388
3088,0,1087,2282,2005,728,6102
3089,0,1141,2207,1927,720,5995
3090,0,2555,3986,3355,2565,12461
3091,6132,2505,3977,3317,2443,12242
3092,0,2845,4773,3956,2007,13581
3094,0,297,689,640,264,1890
3095,0,553,801,600,359,2313
3096,0,604,1001,932,453,2990
3098,0,1616,3603,2785,1469,9473
3099,0,189,254,230,101,774
3100,0,188,304,281,107,880
3101,0,906,1167,472,583,3128
3102,0,4643,7529,4232,3450,19854
3103,0,317,830,723,414,2284
3104,0,125,285,318,126,854
3105,0,798,1106,838,456,3198
3106,0,682,1598,1492,364,4136
3107,0,959,1848,1615,465,4887
3108,0,100,747,752,79,1678
3109,4061,94,775,600,65,1534
3110,14451,1208,2643,2320,875,7046
3111,0,548,971,1437,352,3308
3112,0,775,2091,1484,482,4832
3113,6486,2051,2875,2329,1585,8840
3114,6486,1645,2662,2278,1344,7929
3115,0,2727,10599,5918,4852,24096
3116,0,2845,4773,3956,2007,13581
3117,0,829,1445,1235,576,4085
3118,0,1087,2282,2005,728,6102
3119,0,313,763,693,144,1913
3120,0,1616,3603,2785,1469,9473
3121,0,5111,10940,4713,5482,26246
3122,0,2,4,2,1,9
3123,0,2,4,3,2,11
3124,0,134,189,206,90,619
3125,0,121,164,168,74,527
3126,0,1785,2845,2452,1384,8466
3127,0,1895,2982,2356,1344,8577
3128,0,682,1598,1492,364,4136
3129,0,959,1848,1615,465,4887
3130,29428,3693,12379,5517,5799,27388
3131,0,297,689,640,264,1890
3132,0,245,305,238,97,885
3133,0,604,1001,932,453,2990
3134,0,1785,2845,2452,1384,8466
3135,0,1895,2982,2356,1344,8577
3137,0,1428,2462,2157,732,6779
3138,0,1381,3236,2747,970,8334
3140,0,45,435,628,52,1160
3141,0,85,284,307,41,717
3142,4061,100,747,752,79,1678
3143,0,199,1014,822,154,2189
3144,0,149,246,204,92,691
3145,0,340,773,775,133,2021
3146,0,313,763,693,144,1913
3147,0,442,1114,1041,540,3137
3148,0,798,1106,838,456,3198
3149,0,249,993,956,171,2369
3150,0,199,1014,822,154,2189
3151,0,682,1598,1492,364,4136
3152,0,959,1848,1615,465,4887
3153,0,214,434,453,191,1292
3154,0,543,993,878,361,2775
3155,0,437,667,547,298,1949
3156,6132,2555,3986,3355,2565,12461
3157,0,2505,3977,3317,2443,12242
3158,6468,1250,2514,2294,1128,7186
3159,0,1560,2500,1944,996,7000
3160,0,340,773,775,133,2021
3161,0,313,763,693,144,1913
3163,0,1428,2462,2157,732,6779
3164,0,1785,2845,2452,1384,8466
3165,0,1895,2982,2356,1344,8577
3166,0,1381,3236,2747,970,8334
3168,0,442,1114,1041,540,3137
3169,0,798,1106,838,456,3198
3170,0,1853,3874,2969,1578,10274
3171,0,1717,2975,2620,1386,8698
3172,0,2024,3034,2626,1391,9075
3173,0,742,1643,1596,678,4659
3174,0,682,1598,1492,364,4136
3175,0,1591,2558,1990,716,6855
3176,0,5482,9086,5472,4192,24232
3177,0,1938,3606,3485,1424,10453
3178,0,840,1556,1240,742,4378
3179,0,1428,2462,2157,732,6779
3180,0,1250,2514,2294,1128,7186
3181,0,1560,2500,1944,996,7000
3182,0,2727,10599,5918,4852,24096
3183,0,569,1044,1114,421,3148
3184,0,5482,9086,5472,4192,24232
3185,0,45,435,628,52,1160
3186,3925,85,284,307,41,717
3187,0,3296,11642,7031,5273,27242
3188,0,442,1114,1041,540,3137
3189,0,798,1106,838,456,3198
3190,0,237,271,184,108,800
3191,0,5245,8815,5288,4084,23432
3192,0,1785,2845,2452,1384,8466
3193,0,1662,2522,2051,1197,7432
3194,0,345,784,551,241,1921
3195,0,943,2236,2200,724,6103
3196,0,1591,2558,1990,716,6855
3197,0,3296,11642,7031,5273,27242
3199,0,1428,2462,2157,732,6779
3200,0,1381,3236,2747,970,8334
3202,0,257,639,588,252,1736
3203,0,437,667,547,298,1949
3204,0,1250,2514,2294,1128,7186
3205,0,1560,2500,1944,996,7000
3206,0,253,1271,674,550,2748
3207,0,1600,2602,2295,1028,7525
