link_id,AAWDT,mpo_vol_am,mpo_vol_md,mpo_vol_pm,mpo_vol_nt,mpo_vol_total
4199,0,1225,1851,1576,605,5257
4200,0,126,251,166,75,618
4201,0,294,523,428,149,1394
4202,0,679,1648,1635,477,4439
4203,0,1225,1851,1576,605,5257
4204,0,679,1648,1635,477,4439
4205,0,1225,1851,1576,605,5257
4206,0,855,1366,1262,539,4022
4207,0,814,1423,1294,556,4087
4208,0,2228,4287,4008,1507,12030
4209,0,528,1061,1045,435,3069
4210,0,649,1059,923,405,3036
4211,0,11,27,10,11,59
4212,0,16,32,15,8,71
4213,0,125,242,211,97,675
4214,0,154,295,227,101,777
4215,0,818,1395,1032,450,3695
4216,0,339,855,701,329,2224
4217,0,225,647,527,252,1651
4218,0,679,1648,1635,477,4439
4219,0,1225,1851,1576,605,5257
4220,0,442,800,634,0,1876
4221,0,1779,2871,2593,1856,9099
4222,0,2568,4132,3169,1699,11568
4223,0,564,1502,1228,581,3875
4224,0,172,333,282,107,894
4225,0,125,242,211,97,675
4226,0,84,213,196,71,564
4227,0,1679,3044,2658,1492,8873
4038,0,184,280,221,196,881
4228,0,1720,2800,2331,1143,7994
4229,0,692,915,597,259,2463
4230,0,162,575,574,247,1558
4231,0,93,351,327,136,907
4232,0,1999,3756,3358,1449,10562
4233,0,2251,3730,3015,1418,10414
4234,0,855,1366,1262,539,4022
4235,0,814,1423,1294,556,4087
4236,0,712,1184,972,372,3240
4237,0,413,1106,1034,419,2972
4238,0,450,586,505,233,1774
4239,0,638,1125,1035,442,3240
4240,0,430,868,830,334,2462
4241,0,2109,3496,2939,1754,10298
4242,0,110,247,219,94,670
4243,0,1826,3497,2675,1517,9515
4244,0,1819,1865,1265,787,5736
4246,0,564,1502,1228,581,3875
4247,12604,818,1395,1032,450,3695
4248,0,965,6368,2220,2808,12361
4249,0,0,0,0,0,0
6079,0,50,62,21,30,163
4250,0,7,17,18,7,49
4251,0,7,64,18,25,114
4252,0,0,0,0,0,0
4253,0,3548,4809,1051,2625,12033
4254,17002,2452,4933,4535,1758,13678
4255,0,242,359,224,82,907
4256,0,93,351,327,136,907
4257,12604,564,1502,1228,581,3875
4258,0,881,1504,1113,476,3974
4259,5814,301,885,840,368,2394
4260,0,596,724,500,203,2023
4261,7629,2334,4065,3523,1939,11861
4262,0,1914,3458,2985,1980,10337
4263,0,2009,3348,2611,1399,9367
4264,0,0,0,0,0,0
4265,0,75,179,183,84,521
3986,0,196,232,220,145,793
4266,0,155,278,221,142,796
4267,0,0,0,0,0,0
4268,11748,1718,3499,3149,1448,9814
4269,0,855,1366,1262,539,4022
4270,0,814,1423,1294,556,4087
4271,0,679,1648,1635,477,4439
4272,0,1225,1851,1576,605,5257
4273,0,877,953,617,262,2709
4274,0,246,895,974,397,2512
4275,0,855,1366,1262,539,4022
4276,0,814,1423,1294,556,4087
4277,0,242,359,224,82,907
4278,0,54,178,179,75,486
4279,0,39,173,148,62,422
4280,0,528,1061,1045,435,3069
4281,0,649,1059,923,405,3036
4282,0,6149,11218,7959,4937,30263
4283,0,855,1366,1262,539,4022
4284,0,814,1423,1294,556,4087
4285,0,855,1366,1262,539,4022
4286,0,814,1423,1294,556,4087
4287,14908,1225,6268,2644,2690,12827
4288,0,11,27,10,11,59
4289,0,16,32,15,8,71
4290,11748,2009,3348,2611,1399,9367
4291,0,35,59,50,19,163
4292,0,1999,3756,3358,1449,10562
4293,0,2217,3671,2965,1399,10252
4294,0,1718,3499,3149,1448,9814
4295,0,2219,3743,3158,1848,10968
4296,0,1826,3497,2675,1517,9515
4297,0,4427,6428,2939,3155,16949
4298,0,0,0,0,0,0
4299,34052,5762,13506,9533,5993,34794
4300,0,1971,3698,3305,1426,10400
4301,0,63,414,328,47,852
4302,0,2153,3257,2637,1352,9399
4303,0,1598,2953,2555,1448,8554
4304,0,1720,2800,2331,1143,7994
4305,0,52,470,571,58,1151
4306,0,63,414,328,47,852
4307,0,119,170,119,41,449
4308,0,54,178,179,75,486
4309,0,2125,4248,3899,1489,11761
4363,0,344,722,658,283,2007
4311,0,679,1648,1635,477,4439
4312,0,1225,1851,1576,605,5257
4313,0,235,403,321,112,1071
4245,0,1890,3809,3137,1342,10178
4315,0,71,152,131,59,413
4316,0,98,194,197,62,551
4317,0,13,62,65,12,152
4318,0,119,170,119,41,449
4319,0,54,178,179,75,486
4320,0,712,1184,972,372,3240
4321,0,52,470,571,58,1151
4322,0,134,556,459,154,1303
4323,0,301,928,872,257,2358
4324,0,3693,12379,5517,5799,27388
4325,0,301,885,840,368,2394
4326,0,877,953,617,262,2709
4327,0,199,529,591,221,1540
4328,0,1537,2687,2297,924,7445
4329,0,1345,2693,2294,1050,7382
4330,0,87,150,132,62,431
4331,0,216,635,485,144,1480
4332,0,47,406,328,92,873
4333,0,965,6368,2220,2808,12361
4334,0,3548,4809,1051,2625,12033
4335,0,138,485,351,77,1051
4336,0,47,406,328,92,873
4337,0,528,1061,1045,435,3069
4338,0,649,1059,923,405,3036
4339,0,2219,3743,3158,1848,10968
4340,11528,1826,3497,2675,1517,9515
4341,0,2125,4212,3458,1453,11248
4342,0,124,189,106,41,460
4343,0,39,173,148,62,422
4344,0,2334,4065,3523,1939,11861
4345,0,1914,3458,2985,1980,10337
4346,0,452,814,676,344,2286
4347,0,156,270,287,129,842
4348,0,302,670,540,202,1714
4349,0,119,170,119,41,449
4350,0,54,178,179,75,486
4351,0,528,1061,1045,435,3069
4352,0,649,1059,923,405,3036
4353,0,1537,2687,2297,924,7445
4354,0,1345,2693,2294,1050,7382
4355,0,124,189,106,41,460
4356,0,39,173,148,62,422
4357,0,11,27,10,11,59
4358,0,16,32,15,8,71
4359,0,2009,3348,2611,1399,9367
4360,0,528,1061,1045,435,3069
4361,0,218,299,226,107,850
4362,0,119,170,119,41,449
4363,0,54,178,179,75,486
4364,0,679,1648,1635,477,4439
4365,0,1225,1851,1576,605,5257
4366,0,161,183,124,69,537
4367,0,468,928,918,416,2730
4368,0,1381,2890,2516,1146,7933
4369,0,1919,3228,2735,1368,9250
4370,0,2153,3257,2637,1352,9399
4371,0,564,1502,1228,581,3875
4372,7063,881,1504,1113,476,3974
4373,0,1598,2953,2555,1448,8554
4374,0,1720,2800,2331,1143,7994
4375,0,138,485,351,77,1051
4376,0,47,406,328,92,873
4377,0,679,1648,1635,477,4439
4378,0,1225,1851,1576,605,5257
4379,0,2221,3670,3227,1856,10974
4380,0,2568,4132,3169,1699,11568
4381,0,205,384,325,146,1060
4382,0,508,982,1026,231,2747
4383,0,408,1152,1051,333,2944
4384,0,965,6368,2220,2808,12361
4385,0,0,0,0,0,0
4386,0,92,630,186,265,1173
4387,0,332,497,100,272,1201
4388,0,0,0,0,0,0
4389,0,3548,4809,1051,2625,12033
4390,0,11,27,10,11,59
4391,0,16,32,15,8,71
4392,0,2125,4248,3899,1489,11761
4393,0,0,0,0,0,0
4394,0,1225,6268,2644,2690,12827
4395,14908,3613,5005,1645,2599,12862
4396,0,0,0,0,0,0
4397,21917,3939,10313,7074,4281,25607
4398,0,182,311,257,119,869
4399,0,138,485,351,77,1051
4400,0,197,730,609,210,1746
4401,0,92,630,186,265,1173
4402,0,332,497,100,272,1201
4403,0,1638,2721,2041,1120,7520
4404,0,5884,9625,6135,4249,25893
4405,0,337,656,576,228,1797
4406,0,302,670,540,202,1714
4407,0,1381,2890,2516,1146,7933
4408,0,2334,4065,3523,1939,11861
4409,0,1914,3458,2985,1980,10337
4410,0,19,41,77,13,150
4411,0,13,62,65,12,152
4412,0,1537,2687,2297,924,7445
4413,0,1345,2693,2294,1050,7382
4414,0,124,189,106,41,460
4415,0,39,173,148,62,422
4416,0,2125,4212,3458,1453,11248
4417,0,119,170,119,41,449
4418,0,54,178,179,75,486
4419,0,628,983,716,354,2681
4420,0,415,1078,877,424,2794
4422,0,17,37,22,14,90
4423,0,2162,4390,4057,1550,12159
4424,28896,5111,10940,4713,5482,26246
4425,0,415,1078,877,424,2794
4426,0,628,983,716,354,2681
4470,0,1510,2487,1829,831,6657
4427,7063,564,1502,1228,581,3875
4428,0,415,1078,877,424,2794
4429,0,118,161,144,48,471
4430,0,71,154,206,57,488
4431,0,2221,3670,3227,1856,10974
4432,11050,2568,4132,3169,1699,11568
4433,0,11,27,10,11,59
4434,0,16,32,15,8,71
4435,0,882,1088,889,529,3388
4436,0,2812,11291,4628,5270,24001
4437,0,19,41,77,13,150
4438,0,13,62,65,12,152
4439,0,1919,3228,2735,1368,9250
4440,0,2153,3257,2637,1352,9399
4441,0,124,189,106,41,460
4442,0,39,173,148,62,422
4443,0,679,1648,1635,477,4439
4444,0,1225,1851,1576,605,5257
4445,0,626,1194,1205,307,3332
4446,0,408,1152,1051,333,2944
4447,0,4784,9825,3414,5103,23126
4448,0,1638,2721,2041,1120,7520
4449,0,1381,2890,2516,1146,7933
4450,0,11,27,10,11,59
4451,0,16,32,15,8,71
4452,0,321,796,607,196,1920
4453,0,197,730,609,210,1746
4454,0,634,1426,1362,570,3992
4455,0,679,1648,1635,477,4439
4456,4668,1578,2233,1735,680,6226
4457,0,518,843,720,332,2413
4458,0,430,868,830,334,2462
4459,0,2334,4065,3523,1939,11861
4460,0,1914,3458,2985,1980,10337
4461,11528,2219,3743,3158,1848,10968
4462,0,1826,3497,2675,1517,9515
4463,11050,2221,3670,3227,1856,10974
4464,0,92,263,133,91,579
4465,0,2476,3869,3036,1608,10989
4466,0,6,59,17,23,105
4467,0,34,42,6,23,105
4468,0,2226,4345,3555,1481,11607
4469,0,2162,4390,4057,1550,12159
4471,0,628,983,716,354,2681
4472,0,415,1078,877,424,2794
4473,0,518,843,720,332,2413
4474,0,430,868,830,334,2462
4475,0,601,1490,823,660,3574
4476,0,535,748,573,251,2107
4477,0,124,189,106,41,460
4478,0,172,512,589,224,1497
4479,0,1598,2953,2555,1448,8554
4480,0,1720,2800,2331,1143,7994
4481,0,2221,3670,3227,1856,10974
4482,0,509,1227,690,570,2996
4483,0,2476,3869,3036,1608,10989
4484,0,157,335,297,147,936
4485,0,11,27,10,11,59
4486,0,218,373,261,128,980
4487,0,1425,2245,1750,1335,6755
4488,0,1045,1927,1371,1015,5358
4489,0,0,0,0,0,0
4490,0,19,41,77,13,150
4491,0,13,62,65,12,152
4492,0,92,630,186,265,1173
4493,0,332,497,100,272,1201
4494,0,2334,4065,3523,1939,11861
4495,0,2099,3845,3292,2171,11407
4084,0,330,561,476,246,1613
4496,0,415,1078,877,424,2794
4497,0,263,377,210,159,1009
4498,0,0,0,0,0,0
4499,0,1919,3228,2735,1368,9250
4500,0,697,1678,1663,554,4592
4501,0,1515,2246,1847,894,6502
4502,0,1313,2166,1643,647,5769
4503,0,1156,1912,1594,491,5153
4504,0,697,1678,1663,554,4592
4505,0,1156,1912,1594,491,5153
4506,0,697,1678,1663,554,4592
4507,0,594,747,529,234,2104
4508,0,172,512,589,224,1497
4509,4668,736,1976,2075,619,5406
4510,0,1578,2233,1735,680,6226
4511,0,628,983,716,354,2681
4512,0,415,1078,877,424,2794
4513,0,626,1194,1205,307,3332
4514,0,1172,2038,1723,923,5856
4515,3186,1158,1641,1377,764,4940
4516,0,126,324,296,75,821
4517,0,736,1976,2075,619,5406
4518,0,1578,2233,1735,680,6226
4519,0,415,1078,877,424,2794
4520,3186,1008,1480,1392,771,4651
4521,0,1158,1641,1377,764,4940
4522,0,2219,3743,3158,1848,10968
4523,0,1045,1927,1371,1015,5358
4524,0,781,1570,1304,502,4157
4525,0,0,0,0,0,0
4526,0,1225,6268,2644,2690,12827
4527,0,337,656,576,228,1797
4528,0,302,670,540,202,1714
4529,0,168,362,307,157,994
4530,0,218,373,261,128,980
4531,0,1638,2721,2041,1120,7520
4532,0,0,0,0,0,0
4533,0,2730,4897,3917,2426,13970
4534,0,185,313,237,122,857
4535,9747,2974,4682,3847,2092,13595
4536,0,3613,5005,1645,2599,12862
4537,0,0,0,0,0,0
4538,0,321,796,607,196,1920
4539,0,1008,1480,1392,771,4651
4540,0,1130,2014,1699,866,5709
4541,0,123,182,140,37,482
4542,0,5762,13506,9533,5993,34794
4543,0,0,0,0,0,0
4544,0,1381,2890,2516,1146,7933
4545,0,736,1976,2075,619,5406
4546,0,1578,2233,1735,680,6226
4547,0,1425,2245,1750,1335,6755
4548,0,1045,1927,1371,1015,5358
4549,0,3414,6022,4965,3032,17433
4550,0,1239,1953,1321,908,5421
4551,0,2512,4265,3611,2097,12485
4552,0,2099,3845,3292,2171,11407
4553,0,1176,1940,1679,851,5646
4554,0,1130,2014,1699,866,5709
4555,0,82,224,117,98,521
4556,0,57,219,92,77,445
4557,0,189,495,388,312,1384
4558,0,2226,4345,3555,1481,11607
4559,0,0,0,0,0,0
4560,0,736,1976,2075,619,5406
4561,0,1578,2233,1735,680,6226
4562,0,0,0,0,0,0
4563,0,882,1088,889,529,3388
4564,0,0,0,0,0,0
4565,0,2162,4390,4057,1550,12159
4566,0,8320,13482,9300,6023,37125
4567,0,3338,8823,6251,3620,22032
4568,0,753,1237,992,442,3424
4569,0,0,0,0,0,0
4570,0,1225,6268,2644,2690,12827
4571,0,736,1976,2075,619,5406
4572,0,1578,2233,1735,680,6226
4573,0,1598,2953,2555,1448,8554
4574,0,1720,2800,2331,1143,7994
4575,0,92,630,186,265,1173
4576,0,332,497,100,272,1201
4577,0,82,224,117,98,521
4578,0,70,238,82,122,512
4579,0,57,219,92,77,445
4580,0,168,362,307,157,994
4581,0,218,373,261,128,980
4582,0,628,983,716,354,2681
4583,0,415,1078,877,424,2794
4584,0,3613,5005,1645,2599,12862
4585,0,0,0,0,0,0
4586,0,3727,5919,4839,2534,17019
4587,0,1425,2245,1750,1335,6755
4588,0,3129,5590,4628,2785,16132
4589,0,249,412,303,153,1117
4590,9747,1338,2073,1421,1033,5865
4591,0,327,1116,1300,379,3122
4592,0,979,1110,420,441,2950
4593,0,1156,1912,1594,491,5153
4594,0,697,1678,1663,554,4592
4595,0,327,1116,1300,379,3122
4596,0,979,1110,420,441,2950
4597,0,0,0,0,0,0
4598,0,2436,3857,3164,1774,11231
4599,0,1291,2062,1675,760,5788
4600,0,963,2112,1935,697,5707
4601,0,1313,2166,1643,647,5769
4602,0,327,1116,1300,379,3122
4603,0,149,1001,530,340,2020
4604,0,1861,2198,1309,970,6338
4605,0,55,173,88,80,396
4606,0,259,732,470,434,1895
4607,0,19,40,77,13,149
4608,0,13,62,65,12,152
4609,0,1338,2073,1421,1033,5865
4610,0,150,319,311,70,850
4611,0,126,324,296,75,821
4612,0,1225,6268,2644,2690,12827
4613,0,4091,10061,7243,4063,25458
4614,0,3613,5005,1645,2599,12862
4615,0,1638,2721,2041,1120,7520
4616,0,0,0,0,0,0
4617,0,931,1291,721,685,3628
4618,0,7389,12191,8579,5338,33497
4619,7427,1291,2062,1675,760,5788
4620,0,0,0,0,0,0
4621,0,1381,2890,2516,1146,7933
4622,0,149,1001,530,340,2020
4623,0,415,1078,877,424,2794
4624,0,628,983,716,354,2681
4625,0,1537,2687,2297,924,7445
4626,0,1345,2693,2294,1050,7382
4627,0,407,782,701,349,2239
4628,0,881,2043,1769,761,5454
4629,0,337,656,576,228,1797
4630,0,302,670,540,202,1714
4631,0,736,1976,2075,619,5406
4632,0,1578,2233,1735,680,6226
4633,0,594,747,529,234,2104
4634,0,172,512,589,224,1497
4635,0,52,161,174,46,433
4636,0,123,182,140,37,482
4637,0,1176,1940,1679,851,5646
4638,3808,1130,2014,1699,866,5709
4639,0,2512,4265,3611,2097,12485
4640,0,2099,3845,3292,2171,11407
4641,0,2519,4367,3989,2350,13225
4642,0,249,412,303,153,1117
4643,0,965,6368,2220,2808,12361
4644,0,0,0,0,0,0
4645,0,1225,6268,2644,2690,12827
4646,0,118,161,144,48,471
4647,0,71,154,206,57,488
4648,0,3565,4836,1587,2536,12524
4649,0,68,200,70,107,445
4650,0,0,0,0,0,0
4651,0,3548,4809,1051,2625,12033
4652,0,47,169,60,64,340
4653,0,68,200,70,107,445
4654,0,594,747,529,234,2104
4655,0,172,512,589,224,1497
4656,0,1156,1912,1594,491,5153
4657,0,697,1678,1663,554,4592
4658,0,2233,3710,3454,2045,11442
4659,0,264,409,301,123,1097
4660,0,2226,4345,3555,1481,11607
4661,0,736,1976,2075,619,5406
4662,0,1578,2233,1735,680,6226
4663,0,400,727,518,271,1916
4664,6274,325,886,578,275,2064
4665,0,1537,2687,2297,924,7445
4666,7427,1288,2824,2469,1109,7690
4667,0,309,527,409,210,1455
4668,5386,334,474,367,209,1384
4669,0,2162,4390,4057,1550,12159
4670,0,285,657,534,305,1781
4671,0,513,821,605,276,2215
4672,0,168,362,307,157,994
4673,0,218,373,261,128,980
4674,0,599,923,737,373,2632
4675,0,476,2117,1830,719,5142
4676,7329,1854,2312,1480,1012,6658
4677,0,600,1033,899,211,2743
4678,0,736,1976,2075,619,5406
4679,0,1322,1945,1589,780,5636
4680,0,325,886,578,275,2064
4681,0,400,727,518,271,1916
4682,0,1225,6268,2644,2690,12827
4683,0,1638,2721,2041,1120,7520
4684,6274,400,727,518,271,1916
4685,0,325,886,578,275,2064
4686,0,150,319,311,70,850
4687,0,126,324,296,75,821
4688,0,3633,5035,1657,2643,12968
4689,0,55,173,88,80,396
4690,0,259,732,470,434,1895
4691,0,325,886,578,275,2064
4692,0,400,727,518,271,1916
4693,0,594,747,529,234,2104
4694,0,172,512,589,224,1497
4695,0,337,796,790,270,2193
4696,0,325,886,578,275,2064
4697,0,883,1557,1204,496,4140
4906,0,47,113,105,43,308
4698,0,19,40,77,13,149
4699,0,82,175,157,48,462
4700,0,400,727,518,271,1916
4701,0,325,886,578,275,2064
4702,0,555,879,695,280,2409
4703,0,384,1042,1164,376,2966
4704,0,1322,1945,1589,780,5636
4705,0,337,656,576,228,1797
4706,3808,1176,1940,1679,851,5646
4707,0,958,1700,1399,761,4818
4708,0,219,483,410,147,1259
4709,0,13,62,65,12,152
4710,0,19,40,77,13,149
4711,0,52,161,174,46,433
4712,0,123,182,140,37,482
4713,0,1368,2604,2140,878,6990
4714,0,1088,2216,1988,789,6081
4715,0,1088,2216,1988,789,6081
4716,8709,1368,2604,2140,878,6990
4717,0,2512,4265,3611,2097,12485
4718,0,2099,3845,3292,2171,11407
4719,0,1368,2604,2140,878,6990
4720,0,1088,2216,1988,789,6081
4721,0,55,173,88,80,396
4722,0,1170,6096,2557,2610,12433
4723,0,939,1921,1860,656,5376
4724,0,1322,1945,1589,780,5636
4725,0,58,129,123,17,327
4726,0,400,727,518,271,1916
4727,0,1327,2779,2418,1109,7633
4728,0,93,192,149,32,466
4729,0,963,2112,1935,697,5707
4730,0,1219,1974,1494,615,5302
4731,0,19,40,77,13,149
4732,0,13,62,65,12,152
4733,0,594,747,529,234,2104
4734,8709,1088,2216,1988,789,6081
4735,0,937,2115,1786,715,5553
4736,0,58,129,123,17,327
4737,0,1594,3536,2872,1367,9369
4738,0,118,161,144,48,471
4739,0,71,154,206,57,488
4740,0,1029,1619,1406,748,4802
4741,0,958,1700,1399,761,4818
4742,0,3633,5035,1657,2643,12968
4743,0,2226,4345,3555,1481,11607
4744,0,1368,2604,2140,878,6990
4745,0,2015,3879,3448,1421,10763
4746,0,527,1280,1287,419,3513
4747,0,263,377,210,159,1009
4748,0,0,0,0,0,0
4749,7329,592,2158,1927,757,5434
4750,0,1854,2312,1480,1012,6658
4751,0,1078,1962,1573,634,5247
4752,0,937,2115,1786,715,5553
4753,0,1429,6828,3027,3044,14328
4754,0,965,6368,2220,2808,12361
4755,0,3633,5035,1657,2643,12968
4756,0,36,46,7,25,114
4757,0,7,64,18,25,114
4758,0,447,919,812,368,2546
4759,0,309,527,409,210,1455
4760,0,1598,2953,2555,1448,8554
4761,0,1720,2800,2331,1143,7994
4762,0,1078,1962,1573,634,5247
4763,0,937,2115,1786,715,5553
4764,0,3633,5035,1657,2643,12968
4765,0,563,882,648,248,2341
4766,0,285,657,534,305,1781
4767,0,235,536,484,235,1490
4768,0,168,362,307,157,994
4769,0,218,373,261,128,980
4770,0,1580,2592,1918,1103,7193
4771,0,346,617,420,235,1618
4772,0,1029,1619,1406,748,4802
4773,0,958,1700,1399,761,4818
4774,41936,6564,12296,8836,5360,33056
4775,0,4091,10061,7243,4063,25458
4776,0,1429,6828,3027,3044,14328
4777,0,8271,14234,10348,6099,38952
4778,0,518,843,720,332,2413
4779,0,661,1680,1367,545,4253
4780,0,953,1740,1429,580,4702
4781,0,1969,2055,1491,1001,6516
4782,0,592,2158,1927,757,5434
4783,0,1811,3304,2723,1725,9563
4785,0,1029,1619,1406,748,4802
4786,0,1056,1989,1730,860,5635
4787,0,157,198,158,65,578
4788,0,36,46,7,25,114
4789,0,7,64,18,25,114
4790,0,1187,1816,1564,813,5380
4791,0,1040,1877,1565,845,5327
4792,0,58,129,117,39,343
4793,0,86,249,290,56,681
4795,0,1429,6828,3027,3044,14328
4796,0,3633,5035,1657,2643,12968
4797,0,5762,13506,9533,5993,34794
4798,0,628,983,716,354,2681
4799,0,1078,1962,1573,634,5247
4800,0,937,2115,1786,715,5553
4801,0,97,289,112,140,638
4802,0,123,419,162,185,889
4804,0,3633,5035,1657,2643,12968
4805,0,47,169,60,64,340
4806,0,68,200,70,107,445
4807,0,0,0,0,0,0
4808,0,92,630,186,265,1173
4809,0,332,497,100,272,1201
4810,0,1179,1834,1583,820,5416
4811,0,1040,1877,1565,845,5327
4812,0,1429,6828,3027,3044,14328
4813,0,819,1839,1482,627,4767
4814,0,887,1563,1201,492,4143
4815,0,181,380,399,154,1114
4816,0,47,169,60,64,340
4817,0,66,154,182,56,458
4818,0,82,175,157,48,462
4819,0,150,319,311,70,850
4820,0,126,324,296,75,821
4821,0,97,289,112,140,638
4822,0,123,419,162,185,889
4823,0,1429,6828,3027,3044,14328
4824,0,3633,5035,1657,2643,12968
4825,0,227,477,419,171,1294
4826,0,219,483,410,147,1259
4827,0,2512,4265,3611,2097,12485
4828,0,1179,1834,1583,820,5416
4829,0,1937,3443,2777,1976,10133
4830,0,1373,2548,2262,1135,7318
4831,0,1962,3077,2012,1312,8363
4832,0,1811,3304,2723,1725,9563
4833,0,1078,1962,1573,634,5247
4834,0,937,2115,1786,715,5553
4835,0,965,6368,2220,2808,12361
4836,0,2497,4119,3756,2169,12541
4837,0,4091,10061,7243,4063,25458
4838,0,925,1933,1747,660,5265
4839,0,150,319,311,70,850
4840,0,1345,2298,1790,691,6124
4841,0,47,169,60,64,340
4842,0,97,289,112,140,638
4843,0,76,250,102,120,548
4844,0,8271,14234,10348,6099,38952
4845,0,87,91,66,16,260
4846,0,52,161,174,46,433
4847,1529,36,91,74,20,221
4848,0,2233,4385,3462,1503,11583
4849,0,2015,3879,3448,1421,10763
4850,0,1962,3077,2012,1312,8363
4851,0,1811,3304,2723,1725,9563
4852,0,3548,4809,1051,2625,12033
4853,0,717,1770,1389,575,4451
4854,0,887,1563,1201,492,4143
4855,5386,385,838,761,275,2259
4856,0,334,474,367,209,1384
4857,0,1076,2252,2058,730,6116
4858,0,1345,2298,1790,691,6124
4859,0,2126,3461,2978,1812,10377
4860,0,115,237,198,96,646
4861,0,1937,3443,2774,1976,10130
4862,0,1078,1962,1573,634,5247
4863,0,937,2115,1786,715,5553
4865,0,1429,6828,3027,3044,14328
4866,0,1735,2907,2398,1200,8240
4867,0,1488,2785,2460,1232,7965
4868,0,1078,1962,1573,634,5247
4869,0,937,2115,1786,715,5553
4870,0,66,154,182,56,458
4871,0,82,175,157,48,462
4872,0,1598,2953,2555,1448,8554
4981,0,151,199,169,111,630
4873,5061,1571,2606,2165,1148,7490
4874,0,1735,2907,2398,1200,8240
4875,0,1488,2785,2460,1232,7965
4876,0,3633,5035,1657,2643,12968
4878,0,447,919,812,368,2546
4879,0,309,527,409,210,1455
4880,0,794,1498,1408,513,4213
4881,0,249,373,268,167,1057
4882,0,849,1753,1450,617,4669
4883,0,2233,4385,3462,1503,11583
4884,0,2015,3879,3448,1421,10763
4885,0,168,362,307,157,994
4886,0,1735,2907,2398,1200,8240
4887,0,1347,2482,2177,1093,7099
4888,0,1962,3077,2012,1312,8363
4889,0,1811,3304,2723,1725,9563
4890,0,654,1118,924,357,3053
4891,0,527,1280,1287,419,3513
4892,0,1076,2252,2058,730,6116
4893,0,1345,2298,1790,691,6124
4894,0,98,289,332,99,818
4895,0,157,198,158,65,578
4896,0,1544,2594,2161,1091,7390
4897,0,1347,2482,2177,1093,7099
4898,0,939,1921,1860,656,5376
4899,0,1322,1945,1589,780,5636
4900,0,810,1484,1261,551,4106
4901,0,717,1770,1389,575,4451
4902,0,1078,1962,1573,634,5247
4903,0,227,477,419,171,1294
4904,0,97,138,131,215,581
4981,0,72,145,154,63,434
4904,0,296,532,422,78,1328
4905,0,6588,14179,10999,6231,37997
4907,0,1544,2594,2161,1091,7390
4908,0,1347,2482,2177,1093,7099
4909,0,263,377,210,159,1009
4910,0,234,439,435,192,1300
4911,0,1210,6456,2626,2878,13170
4912,0,1926,3209,2338,1337,8810
4913,0,8271,14234,10348,6099,38952
4914,0,1594,3536,2872,1367,9369
5358,0,277,494,457,218,1446
4915,0,3633,5035,1657,2643,12968
4916,0,278,444,244,185,1151
4917,0,4784,9825,3414,5103,23126
4918,0,1320,2332,2070,805,6527
4919,0,2233,4385,3462,1503,11583
4920,0,1623,3308,2934,1219,9084
4921,0,1076,2252,2058,730,6116
4922,0,1345,2298,1790,691,6124
4923,0,118,161,144,48,471
4924,0,71,154,206,57,488
4925,0,877,1517,1339,559,4292
4926,0,849,1753,1450,617,4669
4927,0,33,68,62,24,187
4928,0,66,154,182,56,458
4929,0,1544,2594,2161,1091,7390
4930,0,1451,2698,2366,1151,7666
4931,0,6588,14179,10999,6231,37997
4932,0,36,46,7,25,114
4933,0,965,6368,2220,2808,12361
4934,0,0,0,0,0,0
4935,0,2960,12292,5158,5609,26019
4936,5061,1502,2820,2427,1349,8098
4937,0,1571,2606,2165,1148,7490
4938,1529,36,73,62,24,195
4939,0,36,91,74,20,221
4940,0,8271,14234,10348,6099,38952
4941,0,1623,2778,2372,1160,7933
4942,0,1451,2698,2366,1151,7666
4943,0,216,272,264,117,869
4944,0,163,344,368,142,1017
4945,0,18,35,31,12,96
4946,0,468,641,438,171,1718
4947,0,877,1517,1339,559,4292
4948,0,831,1999,1747,741,5318
4949,0,98,289,332,99,818
4904,0,83,135,113,60,391
4950,0,229,342,312,128,1011
4951,0,36,46,7,25,114
4952,0,3512,4764,1044,2600,11920
4953,0,385,838,761,275,2259
4954,0,334,474,367,209,1384
4955,0,0,0,0,0,0
4956,0,1623,2778,2372,1160,7933
4957,0,1451,2698,2366,1151,7666
4958,0,1945,3778,2976,1226,9925
4959,0,1623,3308,2934,1219,9084
4960,0,6588,14179,10999,6231,37997
4961,0,1962,3077,2012,1312,8363
4962,8827,1811,3304,2723,1725,9563
4963,0,447,919,812,368,2546
4964,4339,309,527,409,210,1455
4965,0,8271,14234,10348,6099,38952
4966,0,1623,2778,2372,1160,7933
4967,0,1451,2698,2366,1151,7666
4969,14411,1210,6456,2626,2878,13170
4970,0,979,1110,420,441,2950
4971,0,4784,9825,3414,5103,23126
4972,0,760,1583,1446,611,4400
4973,0,1945,3778,2976,1226,9925
4974,0,1716,3486,2986,1183,9371
4975,0,3652,5016,1483,2667,12818
4977,0,1134,1765,1447,593,4939
4978,0,385,838,761,275,2259
4979,0,922,1675,1526,690,4813
4980,0,849,1654,1273,624,4400
4981,0,240,475,435,210,1360
4982,0,296,532,422,78,1328
4983,8827,1962,3077,2012,1312,8363
4984,0,1811,3304,2723,1725,9563
4985,0,181,424,444,159,1208
4986,0,229,342,312,128,1011
4987,0,1623,2778,2372,1160,7933
4988,0,1451,2698,2366,1151,7666
